Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Harry dresses into a pair of Dudley 's old clothes , and goes into the kitchen , where the table is covered in Dudley 's presents .","['Harry', 'pair', 'clothes', 'kitchen', 'presents']","['Harry:dresses', 'pair:dresses', 'clothes:pair', 'kitchen:goes', 'presents:covered']",['table'],['table:covered'],0.0,"[(('dresses', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('dresses', 'VBD'), 'nmod', ('pair', 'NN')), (('pair', 'NN'), 'case', ('into', 'IN')), (('pair', 'NN'), 'det', ('a', 'DT')), (('pair', 'NN'), 'nmod', ('clothes', 'NNS')), (('clothes', 'NNS'), 'case', ('of', 'IN')), (('clothes', 'NNS'), 'nmod:poss', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'case', (""'s"", 'POS')), (('clothes', 'NNS'), 'amod', ('old', 'JJ')), (('dresses', 'VBD'), 'cc', ('and', 'CC')), (('dresses', 'VBD'), 'conj', ('goes', 'VBZ')), (('goes', 'VBZ'), 'nmod', ('kitchen', 'NN')), (('kitchen', 'NN'), 'case', ('into', 'IN')), (('kitchen', 'NN'), 'det', ('the', 'DT')), (('kitchen', 'NN'), 'acl:relcl', ('covered', 'VBN')), (('covered', 'VBN'), 'advmod', ('where', 'WRB')), (('covered', 'VBN'), 'nsubjpass', ('table', 'NN')), (('table', 'NN'), 'det', ('the', 'DT')), (('covered', 'VBN'), 'auxpass', ('is', 'VBZ')), (('covered', 'VBN'), 'nmod', ('presents', 'NNS')), (('presents', 'NNS'), 'case', ('in', 'IN')), (('presents', 'NNS'), 'nmod:poss', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'case', (""'s"", 'POS'))]"
Harry has jet-black hair and green eyes .,['Harry'],['Harry:has'],"['hair', 'eyes']","['hair:has', 'eyes:has']",0.0,"[(('has', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('has', 'VBZ'), 'dobj', ('hair', 'NN')), (('hair', 'NN'), 'amod', ('jet-black', 'JJ')), (('hair', 'NN'), 'cc', ('and', 'CC')), (('hair', 'NN'), 'conj', ('eyes', 'NNS')), (('eyes', 'NNS'), 'amod', ('green', 'JJ'))]"
His glasses are held together by tape because Dudley has smashed them so many times .,"['tape', 'Dudley']","['tape:held', 'Dudley:smashed']","['glasses', 'them', 'times']","['glasses:held', 'them:smashed', 'times:smashed']",0.0,"[(('held', 'VBN'), 'nsubjpass', ('glasses', 'NNS')), (('glasses', 'NNS'), 'nmod:poss', ('His', 'PRP$')), (('held', 'VBN'), 'auxpass', ('are', 'VBP')), (('held', 'VBN'), 'advmod', ('together', 'RB')), (('held', 'VBN'), 'nmod', ('tape', 'NN')), (('tape', 'NN'), 'case', ('by', 'IN')), (('held', 'VBN'), 'advcl', ('smashed', 'VBN')), (('smashed', 'VBN'), 'mark', ('because', 'IN')), (('smashed', 'VBN'), 'nsubj', ('Dudley', 'NNP')), (('smashed', 'VBN'), 'aux', ('has', 'VBZ')), (('smashed', 'VBN'), 'dobj', ('them', 'PRP')), (('smashed', 'VBN'), 'advmod', ('so', 'RB')), (('smashed', 'VBN'), 'dobj', ('times', 'NNS')), (('times', 'NNS'), 'amod', ('many', 'JJ'))]"
The thing that distinguishes Harry from others the most is the lightning-shaped scar on his forehead .,"['thing', 'others', 'forehead']","['thing:scar', 'others:Harry', 'forehead:scar']",['Harry'],['Harry:distinguishes'],0.0,"[(('scar', 'NN'), 'nsubj', ('thing', 'NN')), (('thing', 'NN'), 'det', ('The', 'DT')), (('thing', 'NN'), 'acl:relcl', ('distinguishes', 'VBZ')), (('distinguishes', 'VBZ'), 'nsubj', ('that', 'WDT')), (('distinguishes', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'nmod', ('others', 'NNS')), (('others', 'NNS'), 'case', ('from', 'IN')), (('others', 'NNS'), 'dep', ('most', 'JJS')), (('most', 'JJS'), 'det', ('the', 'DT')), (('scar', 'NN'), 'cop', ('is', 'VBZ')), (('scar', 'NN'), 'det', ('the', 'DT')), (('scar', 'NN'), 'amod', ('lightning-shaped', 'JJ')), (('scar', 'NN'), 'nmod', ('forehead', 'NN')), (('forehead', 'NN'), 'case', ('on', 'IN')), (('forehead', 'NN'), 'nmod:poss', ('his', 'PRP$'))]"
He often wonders how he got it and Marjorie-Petunia-Vernon-Dudley have told him that he got it from the car crash that killed Harry 's parents .,"['He', 'he', 'it', 'Marjorie-Petunia-Vernon-Dudley', 'he', 'crash']","['He:wonders', 'he:got', 'it:told', 'Marjorie-Petunia-Vernon-Dudley:told', 'he:got', 'crash:got']","['him', 'it', 'Marjorie-Petunia-Vernon-Dudley', 'parents']","['him:told', 'it:got', 'Marjorie-Petunia-Vernon-Dudley:got', 'parents:killed']",-0.802,"[(('wonders', 'VBZ'), 'nsubj', ('He', 'PRP')), (('wonders', 'VBZ'), 'advmod', ('often', 'RB')), (('wonders', 'VBZ'), 'ccomp', ('got', 'VBD')), (('got', 'VBD'), 'advmod', ('how', 'WRB')), (('got', 'VBD'), 'nsubj', ('he', 'PRP')), (('got', 'VBD'), 'ccomp', ('told', 'VBN')), (('told', 'VBN'), 'nsubj', ('it', 'PRP')), (('it', 'PRP'), 'cc', ('and', 'CC')), (('it', 'PRP'), 'conj', ('Marjorie-Petunia-Vernon-Dudley', 'NNP')), (('told', 'VBN'), 'aux', ('have', 'VBP')), (('told', 'VBN'), 'dobj', ('him', 'PRP')), (('told', 'VBN'), 'ccomp', ('got', 'VBD')), (('got', 'VBD'), 'mark', ('that', 'IN')), (('got', 'VBD'), 'nsubj', ('he', 'PRP')), (('got', 'VBD'), 'dobj', ('it', 'PRP')), (('got', 'VBD'), 'nmod', ('crash', 'NN')), (('crash', 'NN'), 'case', ('from', 'IN')), (('crash', 'NN'), 'det', ('the', 'DT')), (('crash', 'NN'), 'compound', ('car', 'NN')), (('crash', 'NN'), 'acl:relcl', ('killed', 'VBD')), (('killed', 'VBD'), 'nsubj', ('that', 'WDT')), (('killed', 'VBD'), 'dobj', ('parents', 'NNS')), (('parents', 'NNS'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS'))]"
Harry does n't know much more about the accident though because Marjorie-Petunia-Vernon-Dudley 's first rule is to not ask questions .,"['Harry', 'accident', 'rule']","['Harry:know', 'accident:know', 'rule:is']",['questions'],['questions:ask'],-0.5209,"[(('know', 'VB'), 'nsubj', ('Harry', 'NNP')), (('know', 'VB'), 'aux', ('does', 'VBZ')), (('know', 'VB'), 'neg', (""n't"", 'RB')), (('know', 'VB'), 'advmod', ('more', 'RBR')), (('more', 'RBR'), 'advmod', ('much', 'RB')), (('know', 'VB'), 'nmod', ('accident', 'NN')), (('accident', 'NN'), 'case', ('about', 'IN')), (('accident', 'NN'), 'det', ('the', 'DT')), (('know', 'VB'), 'advcl', ('is', 'VBZ')), (('is', 'VBZ'), 'mark', ('though', 'IN')), (('is', 'VBZ'), 'mark', ('because', 'IN')), (('is', 'VBZ'), 'nsubj', ('rule', 'NN')), (('rule', 'NN'), 'nmod:poss', ('Marjorie-Petunia-Vernon-Dudley', 'NNP')), (('Marjorie-Petunia-Vernon-Dudley', 'NNP'), 'case', (""'s"", 'POS')), (('rule', 'NN'), 'amod', ('first', 'JJ')), (('is', 'VBZ'), 'xcomp', ('ask', 'VB')), (('ask', 'VB'), 'mark', ('to', 'TO')), (('ask', 'VB'), 'neg', ('not', 'RB')), (('ask', 'VB'), 'dobj', ('questions', 'NNS'))]"
"Dudley comes in to the kitchen and begins to count his presents , only to find  , which he angrily recalls is one fewer than the year before .","['Dudley', 'kitchen', 'he']","['Dudley:comes', 'kitchen:comes', 'he:recalls']",['presents'],['presents:count'],-0.4215,"[(('comes', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('comes', 'VBZ'), 'compound:prt', ('in', 'RP')), (('comes', 'VBZ'), 'nmod', ('kitchen', 'NN')), (('kitchen', 'NN'), 'case', ('to', 'TO')), (('kitchen', 'NN'), 'det', ('the', 'DT')), (('comes', 'VBZ'), 'cc', ('and', 'CC')), (('comes', 'VBZ'), 'conj', ('begins', 'VBZ')), (('begins', 'VBZ'), 'xcomp', ('count', 'VB')), (('count', 'VB'), 'mark', ('to', 'TO')), (('count', 'VB'), 'dobj', ('presents', 'NNS')), (('presents', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('count', 'VB'), 'advcl', ('find', 'VB')), (('find', 'VB'), 'advmod', ('only', 'RB')), (('find', 'VB'), 'mark', ('to', 'TO')), (('comes', 'VBZ'), 'ccomp', ('recalls', 'VBZ')), (('recalls', 'VBZ'), 'dobj', ('which', 'WDT')), (('recalls', 'VBZ'), 'nsubj', ('he', 'PRP')), (('recalls', 'VBZ'), 'advmod', ('angrily', 'RB')), (('recalls', 'VBZ'), 'ccomp', ('fewer', 'JJR')), (('fewer', 'JJR'), 'cop', ('is', 'VBZ')), (('fewer', 'JJR'), 'nmod:npmod', ('one', 'CD')), (('fewer', 'JJR'), 'advcl', ('year', 'NN')), (('year', 'NN'), 'case', ('than', 'IN')), (('year', 'NN'), 'det', ('the', 'DT')), (('year', 'NN'), 'case', ('before', 'IN'))]"
Petunia states that they are going to buy him two new presents while they are out .,"['Petunia', 'they', 'they']","['Petunia:states', 'they:going', 'they:out']",['presents'],['presents:buy'],0.0,"[(('states', 'VBZ'), 'nsubj', ('Petunia', 'NNP')), (('states', 'VBZ'), 'ccomp', ('going', 'VBG')), (('going', 'VBG'), 'mark', ('that', 'IN')), (('going', 'VBG'), 'nsubj', ('they', 'PRP')), (('going', 'VBG'), 'aux', ('are', 'VBP')), (('going', 'VBG'), 'xcomp', ('buy', 'VB')), (('buy', 'VB'), 'mark', ('to', 'TO')), (('buy', 'VB'), 'iobj', ('him', 'PRP')), (('buy', 'VB'), 'dobj', ('presents', 'NNS')), (('presents', 'NNS'), 'nummod', ('two', 'CD')), (('presents', 'NNS'), 'amod', ('new', 'JJ')), (('presents', 'NNS'), 'dep', ('out', 'RP')), (('out', 'RP'), 'mark', ('while', 'IN')), (('out', 'RP'), 'nsubj', ('they', 'PRP')), (('out', 'RP'), 'cop', ('are', 'VBP'))]"
"Vernon tells Petunia that Arabella , their next-door neighbour , has broken her leg and can not take care of Harry while they are at the Zoo .","['Vernon', 'Arabella', 'Harry', 'they']","['Vernon:tells', 'Arabella:broken', 'Harry:care', 'they:Zoo']","['Petunia', 'leg', 'care']","['Petunia:tells', 'leg:broken', 'care:take']",-0.6935,"[(('tells', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('tells', 'VBZ'), 'dobj', ('Petunia', 'NNP')), (('tells', 'VBZ'), 'ccomp', ('broken', 'VBN')), (('broken', 'VBN'), 'mark', ('that', 'IN')), (('broken', 'VBN'), 'nsubj', ('Arabella', 'NNP')), (('Arabella', 'NNP'), 'appos', ('neighbour', 'NN')), (('neighbour', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('neighbour', 'NN'), 'amod', ('next-door', 'JJ')), (('broken', 'VBN'), 'aux', ('has', 'VBZ')), (('broken', 'VBN'), 'dobj', ('leg', 'NN')), (('leg', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('broken', 'VBN'), 'cc', ('and', 'CC')), (('broken', 'VBN'), 'conj', ('take', 'VB')), (('take', 'VB'), 'aux', ('can', 'MD')), (('take', 'VB'), 'neg', ('not', 'RB')), (('take', 'VB'), 'dobj', ('care', 'NN')), (('care', 'NN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('of', 'IN')), (('take', 'VB'), 'advcl', ('Zoo', 'NNP')), (('Zoo', 'NNP'), 'mark', ('while', 'IN')), (('Zoo', 'NNP'), 'nsubj', ('they', 'PRP')), (('Zoo', 'NNP'), 'cop', ('are', 'VBP')), (('Zoo', 'NNP'), 'case', ('at', 'IN')), (('Zoo', 'NNP'), 'det', ('the', 'DT'))]"
"They can't think of anyone else who can take care of him , so Harry has to go with them .","['They', 'anyone', 'him', 'Harry', 'them']","['They:think', 'anyone:think', 'him:care', 'Harry:has', 'them:go']",['care'],['care:take'],0.4939,"[(('think', 'VB'), 'nsubj', ('They', 'PRP')), (('think', 'VB'), 'aux', ('ca', 'MD')), (('think', 'VB'), 'neg', (""n't"", 'RB')), (('think', 'VB'), 'nmod', ('anyone', 'NN')), (('anyone', 'NN'), 'case', ('of', 'IN')), (('anyone', 'NN'), 'acl:relcl', ('take', 'VB')), (('take', 'VB'), 'nsubj', ('who', 'WP')), (('who', 'WP'), 'advmod', ('else', 'RB')), (('take', 'VB'), 'aux', ('can', 'MD')), (('take', 'VB'), 'dobj', ('care', 'NN')), (('care', 'NN'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('of', 'IN')), (('think', 'VB'), 'dep', ('so', 'IN')), (('think', 'VB'), 'parataxis', ('has', 'VBZ')), (('has', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('has', 'VBZ'), 'xcomp', ('go', 'VB')), (('go', 'VB'), 'mark', ('to', 'TO')), (('go', 'VB'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('with', 'IN'))]"
Dudley is allowed to take a friend to the Zoo and chooses his friend Piers .,['Zoo'],['Zoo:take'],"['Dudley', 'friend', 'Piers']","['Dudley:allowed', 'friend:take', 'Piers:chooses']",0.7506,"[(('allowed', 'VBN'), 'nsubjpass', ('Dudley', 'NNP')), (('allowed', 'VBN'), 'auxpass', ('is', 'VBZ')), (('allowed', 'VBN'), 'xcomp', ('take', 'VB')), (('take', 'VB'), 'mark', ('to', 'TO')), (('take', 'VB'), 'dobj', ('friend', 'NN')), (('friend', 'NN'), 'det', ('a', 'DT')), (('take', 'VB'), 'nmod', ('Zoo', 'NNP')), (('Zoo', 'NNP'), 'case', ('to', 'TO')), (('Zoo', 'NNP'), 'det', ('the', 'DT')), (('allowed', 'VBN'), 'cc', ('and', 'CC')), (('allowed', 'VBN'), 'conj', ('chooses', 'VBZ')), (('chooses', 'VBZ'), 'dobj', ('Piers', 'NN')), (('Piers', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('Piers', 'NN'), 'compound', ('friend', 'NN'))]"
Piers comes to the house with his mother .,"['Piers', 'house', 'mother']","['Piers:comes', 'house:comes', 'mother:house']",[],[],0.0,"[(('comes', 'VBZ'), 'nsubj', ('Piers', 'NNP')), (('comes', 'VBZ'), 'nmod', ('house', 'NN')), (('house', 'NN'), 'case', ('to', 'TO')), (('house', 'NN'), 'det', ('the', 'DT')), (('house', 'NN'), 'nmod', ('mother', 'NN')), (('mother', 'NN'), 'case', ('with', 'IN')), (('mother', 'NN'), 'nmod:poss', ('his', 'PRP$'))]"
"A half-hour later , Harry sits in the car with Dudley , Piers , Vernon and Petunia .","['Harry', 'car', 'Dudley', 'Piers', 'Vernon', 'Petunia']","['Harry:sits', 'car:sits', 'Dudley:car', 'Piers:car', 'Vernon:car', 'Petunia:car']",[],[],0.0,"[(('sits', 'VBZ'), 'advmod', ('later', 'RB')), (('later', 'RB'), 'nmod:npmod', ('half-hour', 'NN')), (('half-hour', 'NN'), 'det', ('A', 'DT')), (('sits', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('sits', 'VBZ'), 'nmod', ('car', 'NN')), (('car', 'NN'), 'case', ('in', 'IN')), (('car', 'NN'), 'det', ('the', 'DT')), (('car', 'NN'), 'nmod', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'case', ('with', 'IN')), (('Dudley', 'NNP'), 'conj', ('Piers', 'NNP')), (('Dudley', 'NNP'), 'conj', ('Vernon', 'NNP')), (('Dudley', 'NNP'), 'cc', ('and', 'CC')), (('Dudley', 'NNP'), 'conj', ('Petunia', 'NNP'))]"
"On the way , a motorbike overtakes them and Vernon complains about them .","['way', 'motorbike', 'Vernon', 'them']","['way:overtakes', 'motorbike:overtakes', 'Vernon:complains', 'them:complains']",['them'],['them:overtakes'],-0.3818,"[(('overtakes', 'VBZ'), 'nmod', ('way', 'NN')), (('way', 'NN'), 'case', ('On', 'IN')), (('way', 'NN'), 'det', ('the', 'DT')), (('overtakes', 'VBZ'), 'nsubj', ('motorbike', 'NN')), (('motorbike', 'NN'), 'det', ('a', 'DT')), (('overtakes', 'VBZ'), 'dobj', ('them', 'PRP')), (('overtakes', 'VBZ'), 'cc', ('and', 'CC')), (('overtakes', 'VBZ'), 'conj', ('complains', 'VBZ')), (('complains', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('complains', 'VBZ'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('about', 'IN'))]"
Harry explains that he had a dream about a flying motorbike once and Vernon snappily reminds him that motorbikes do not fly .,"['Harry', 'he', 'motorbike', 'Vernon', 'motorbikes']","['Harry:explains', 'he:had', 'motorbike:dream', 'Vernon:reminds', 'motorbikes:fly']","['dream', 'him']","['dream:had', 'him:reminds']",0.25,"[(('explains', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('explains', 'VBZ'), 'ccomp', ('had', 'VBD')), (('had', 'VBD'), 'mark', ('that', 'IN')), (('had', 'VBD'), 'nsubj', ('he', 'PRP')), (('had', 'VBD'), 'dobj', ('dream', 'NN')), (('dream', 'NN'), 'det', ('a', 'DT')), (('dream', 'NN'), 'nmod', ('motorbike', 'NN')), (('motorbike', 'NN'), 'case', ('about', 'IN')), (('motorbike', 'NN'), 'det', ('a', 'DT')), (('motorbike', 'NN'), 'amod', ('flying', 'VBG')), (('motorbike', 'NN'), 'advmod', ('once', 'RB')), (('explains', 'VBZ'), 'cc', ('and', 'CC')), (('explains', 'VBZ'), 'conj', ('reminds', 'VBZ')), (('reminds', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('reminds', 'VBZ'), 'advmod', ('snappily', 'RB')), (('reminds', 'VBZ'), 'dobj', ('him', 'PRP')), (('reminds', 'VBZ'), 'ccomp', ('fly', 'VB')), (('fly', 'VB'), 'mark', ('that', 'IN')), (('fly', 'VB'), 'nsubj', ('motorbikes', 'NNS')), (('fly', 'VB'), 'aux', ('do', 'VBP')), (('fly', 'VB'), 'neg', ('not', 'RB'))]"
"Harry thinks about all the strange things that have happened to him : He once turned his teacher 's wig blue , jumped onto the school chimney , and grew all of his hair back the morning after a haircut .","['Harry', 'things', 'him', 'He', 'chimney', 'hair', 'haircut']","['Harry:thinks', 'things:thinks', 'him:happened', 'He:turned', 'chimney:jumped', 'hair:all', 'haircut:back']",['blue'],['blue:turned'],-0.2023,"[(('thinks', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('thinks', 'VBZ'), 'nmod', ('things', 'NNS')), (('things', 'NNS'), 'case', ('about', 'IN')), (('things', 'NNS'), 'det:predet', ('all', 'PDT')), (('things', 'NNS'), 'det', ('the', 'DT')), (('things', 'NNS'), 'amod', ('strange', 'JJ')), (('things', 'NNS'), 'acl:relcl', ('happened', 'VBN')), (('happened', 'VBN'), 'nsubj', ('that', 'WDT')), (('happened', 'VBN'), 'aux', ('have', 'VBP')), (('happened', 'VBN'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('to', 'TO')), (('thinks', 'VBZ'), 'parataxis', ('turned', 'VBD')), (('turned', 'VBD'), 'nsubj', ('He', 'PRP')), (('turned', 'VBD'), 'advmod', ('once', 'RB')), (('turned', 'VBD'), 'dobj', ('blue', 'NN')), (('blue', 'NN'), 'nmod:poss', ('teacher', 'NN')), (('teacher', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('teacher', 'NN'), 'case', (""'s"", 'POS')), (('blue', 'NN'), 'compound', ('wig', 'NN')), (('turned', 'VBD'), 'conj', ('jumped', 'VBD')), (('jumped', 'VBD'), 'nmod', ('chimney', 'NN')), (('chimney', 'NN'), 'case', ('onto', 'IN')), (('chimney', 'NN'), 'det', ('the', 'DT')), (('chimney', 'NN'), 'compound', ('school', 'NN')), (('turned', 'VBD'), 'cc', ('and', 'CC')), (('turned', 'VBD'), 'conj', ('grew', 'VBD')), (('grew', 'VBD'), 'dobj', ('all', 'DT')), (('all', 'DT'), 'nmod', ('hair', 'NN')), (('hair', 'NN'), 'case', ('of', 'IN')), (('hair', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('hair', 'NN'), 'advmod', ('back', 'RB')), (('back', 'RB'), 'nmod:npmod', ('morning', 'NN')), (('morning', 'NN'), 'det', ('the', 'DT')), (('back', 'RB'), 'nmod', ('haircut', 'NN')), (('haircut', 'NN'), 'case', ('after', 'IN')), (('haircut', 'NN'), 'det', ('a', 'DT'))]"
"At the zoo , Dudley and Piers find the animals boring .","['zoo', 'Dudley', 'Piers', 'animals']","['zoo:find', 'Dudley:find', 'Piers:find', 'animals:boring']",[],[],-0.3182,"[(('find', 'VBP'), 'nmod', ('zoo', 'NN')), (('zoo', 'NN'), 'case', ('At', 'IN')), (('zoo', 'NN'), 'det', ('the', 'DT')), (('find', 'VBP'), 'nsubj', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'cc', ('and', 'CC')), (('Dudley', 'NNP'), 'conj', ('Piers', 'NNP')), (('find', 'VBP'), 'xcomp', ('boring', 'JJ')), (('boring', 'JJ'), 'nsubj', ('animals', 'NNS')), (('animals', 'NNS'), 'det', ('the', 'DT'))]"
"Harry is left to watch a Boa constrictor as it sleeps and , when Dudley tries to make it move , it wakes up but still does n't move .","['it', 'Dudley', 'it', 'it']","['it:sleeps', 'Dudley:tries', 'it:move', 'it:wakes']","['Harry', 'constrictor']","['Harry:left', 'constrictor:watch']",0.0,"[(('left', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('left', 'VBN'), 'auxpass', ('is', 'VBZ')), (('left', 'VBN'), 'xcomp', ('watch', 'VB')), (('watch', 'VB'), 'mark', ('to', 'TO')), (('watch', 'VB'), 'dobj', ('constrictor', 'NN')), (('constrictor', 'NN'), 'det', ('a', 'DT')), (('constrictor', 'NN'), 'compound', ('Boa', 'NNP')), (('watch', 'VB'), 'advcl', ('sleeps', 'VBZ')), (('sleeps', 'VBZ'), 'mark', ('as', 'IN')), (('sleeps', 'VBZ'), 'nsubj', ('it', 'PRP')), (('left', 'VBN'), 'cc', ('and', 'CC')), (('left', 'VBN'), 'conj', ('wakes', 'VBZ')), (('wakes', 'VBZ'), 'advcl', ('tries', 'VBZ')), (('tries', 'VBZ'), 'advmod', ('when', 'WRB')), (('tries', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('tries', 'VBZ'), 'xcomp', ('make', 'VB')), (('make', 'VB'), 'mark', ('to', 'TO')), (('make', 'VB'), 'ccomp', ('move', 'VB')), (('move', 'VB'), 'nsubj', ('it', 'PRP')), (('wakes', 'VBZ'), 'nsubj', ('it', 'PRP')), (('wakes', 'VBZ'), 'compound:prt', ('up', 'RP')), (('wakes', 'VBZ'), 'cc', ('but', 'CC')), (('wakes', 'VBZ'), 'conj', ('move', 'VB')), (('move', 'VB'), 'advmod', ('still', 'RB')), (('move', 'VB'), 'aux', ('does', 'VBZ')), (('move', 'VB'), 'neg', (""n't"", 'RB'))]"
The snake begins to move after Dudley and Piers slink away .,"['snake', 'Dudley', 'Piers']","['snake:begins', 'Dudley:slink', 'Piers:slink']",[],[],0.0,"[(('begins', 'VBZ'), 'nsubj', ('snake', 'NN')), (('snake', 'NN'), 'det', ('The', 'DT')), (('begins', 'VBZ'), 'xcomp', ('move', 'VB')), (('move', 'VB'), 'mark', ('to', 'TO')), (('move', 'VB'), 'advcl', ('slink', 'VBP')), (('slink', 'VBP'), 'mark', ('after', 'IN')), (('slink', 'VBP'), 'nsubj', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'cc', ('and', 'CC')), (('Dudley', 'NNP'), 'conj', ('Piers', 'NNP')), (('slink', 'VBP'), 'compound:prt', ('away', 'RP'))]"
"Moments later , Harry speaks to the snake and finds that it miraculously understands him .","['Harry', 'snake', 'it']","['Harry:speaks', 'snake:speaks', 'it:understands']",['him'],['him:understands'],0.0,"[(('speaks', 'VBZ'), 'advmod', ('later', 'RB')), (('later', 'RB'), 'nmod:npmod', ('Moments', 'NNS')), (('speaks', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('speaks', 'VBZ'), 'nmod', ('snake', 'NN')), (('snake', 'NN'), 'case', ('to', 'TO')), (('snake', 'NN'), 'det', ('the', 'DT')), (('speaks', 'VBZ'), 'cc', ('and', 'CC')), (('speaks', 'VBZ'), 'conj', ('finds', 'VBZ')), (('finds', 'VBZ'), 'ccomp', ('understands', 'VBZ')), (('understands', 'VBZ'), 'mark', ('that', 'IN')), (('understands', 'VBZ'), 'nsubj', ('it', 'PRP')), (('understands', 'VBZ'), 'advmod', ('miraculously', 'RB')), (('understands', 'VBZ'), 'dobj', ('him', 'PRP'))]"
Piers calls Dudley and Vernon back to the snake 's exhibit upon realising that it is now moving .,"['Piers', 'exhibit', 'it']","['Piers:calls', 'exhibit:calls', 'it:moving']","['Dudley', 'Vernon']","['Dudley:calls', 'Vernon:calls']",0.0,"[(('calls', 'VBZ'), 'nsubj', ('Piers', 'NNP')), (('calls', 'VBZ'), 'dobj', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'cc', ('and', 'CC')), (('Dudley', 'NNP'), 'conj', ('Vernon', 'NNP')), (('calls', 'VBZ'), 'compound:prt', ('back', 'RP')), (('calls', 'VBZ'), 'nmod', ('exhibit', 'NN')), (('exhibit', 'NN'), 'case', ('to', 'TO')), (('exhibit', 'NN'), 'nmod:poss', ('snake', 'NN')), (('snake', 'NN'), 'det', ('the', 'DT')), (('snake', 'NN'), 'case', (""'s"", 'POS')), (('calls', 'VBZ'), 'advcl', ('realising', 'VBG')), (('realising', 'VBG'), 'mark', ('upon', 'IN')), (('realising', 'VBG'), 'ccomp', ('moving', 'VBG')), (('moving', 'VBG'), 'mark', ('that', 'IN')), (('moving', 'VBG'), 'nsubj', ('it', 'PRP')), (('moving', 'VBG'), 'aux', ('is', 'VBZ')), (('moving', 'VBG'), 'advmod', ('now', 'RB'))]"
Dudley pushes Harry out of the way and presses his face against the glass .,"['Dudley', 'way', 'glass']","['Dudley:pushes', 'way:pushes', 'glass:presses']","['Harry', 'face']","['Harry:pushes', 'face:presses']",0.0,"[(('pushes', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('pushes', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('pushes', 'VBZ'), 'compound:prt', ('out', 'RP')), (('pushes', 'VBZ'), 'nmod', ('way', 'NN')), (('way', 'NN'), 'case', ('of', 'IN')), (('way', 'NN'), 'det', ('the', 'DT')), (('pushes', 'VBZ'), 'cc', ('and', 'CC')), (('pushes', 'VBZ'), 'conj', ('presses', 'VBD')), (('presses', 'VBD'), 'dobj', ('face', 'NN')), (('face', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('presses', 'VBD'), 'nmod', ('glass', 'NN')), (('glass', 'NN'), 'case', ('against', 'IN')), (('glass', 'NN'), 'det', ('the', 'DT'))]"
