Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
Harry exits for the Burrow as Vernon starts throwing china figurines at Mr .,"['exits', 'Burrow', 'Vernon', 'Mr']","['exits:starts', 'Burrow:exits', 'Vernon:Burrow', 'Mr:throwing']",['figurines'],['figurines:throwing'],0.0,"[(('starts', 'VBZ'), 'nsubj', ('exits', 'NNP')), (('exits', 'NNP'), 'compound', ('Harry', 'NNP')), (('exits', 'NNP'), 'nmod', ('Burrow', 'NNP')), (('Burrow', 'NNP'), 'case', ('for', 'IN')), (('Burrow', 'NNP'), 'det', ('the', 'DT')), (('Burrow', 'NNP'), 'nmod', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'case', ('as', 'IN')), (('starts', 'VBZ'), 'xcomp', ('throwing', 'VBG')), (('throwing', 'VBG'), 'dobj', ('figurines', 'NNS')), (('figurines', 'NNS'), 'compound', ('china', 'NN')), (('throwing', 'VBG'), 'nmod', ('Mr', 'NNP')), (('Mr', 'NNP'), 'case', ('at', 'IN'))]"
"Upon arriving at the Burrow , Harry meets Ronald 's older brothers William and Charles .","['Burrow', 'Harry']","['Burrow:arriving', 'Harry:meets']",['brothers'],['brothers:meets'],0.0,"[(('meets', 'VBZ'), 'advcl', ('arriving', 'VBG')), (('arriving', 'VBG'), 'mark', ('Upon', 'IN')), (('arriving', 'VBG'), 'nmod', ('Burrow', 'NNP')), (('Burrow', 'NNP'), 'case', ('at', 'IN')), (('Burrow', 'NNP'), 'det', ('the', 'DT')), (('meets', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('meets', 'VBZ'), 'dobj', ('brothers', 'NNS')), (('brothers', 'NNS'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('brothers', 'NNS'), 'amod', ('older', 'JJR')), (('brothers', 'NNS'), 'dep', ('William', 'NNP')), (('William', 'NNP'), 'cc', ('and', 'CC')), (('William', 'NNP'), 'conj', ('Charles', 'NNP'))]"
"Before they have a chance to talk , Mr arrives back home and angrily explains that Dudley 's tongue grew to be four feet long and turned purple before Dudley was allowed to fix it .","['they', 'Mr', 'tongue']","['they:have', 'Mr:arrives', 'tongue:grew']","['chance', 'home', 'Dudley', 'it']","['chance:have', 'home:arrives', 'Dudley:allowed', 'it:fix']",-0.2023,"[(('arrives', 'VBZ'), 'advcl', ('have', 'VBP')), (('have', 'VBP'), 'mark', ('Before', 'IN')), (('have', 'VBP'), 'nsubj', ('they', 'PRP')), (('have', 'VBP'), 'dobj', ('chance', 'NN')), (('chance', 'NN'), 'det', ('a', 'DT')), (('chance', 'NN'), 'acl', ('talk', 'VB')), (('talk', 'VB'), 'mark', ('to', 'TO')), (('arrives', 'VBZ'), 'nsubj', ('Mr', 'NNP')), (('arrives', 'VBZ'), 'compound:prt', ('back', 'RP')), (('arrives', 'VBZ'), 'dobj', ('home', 'NN')), (('arrives', 'VBZ'), 'cc', ('and', 'CC')), (('arrives', 'VBZ'), 'conj', ('explains', 'VBZ')), (('explains', 'VBZ'), 'advmod', ('angrily', 'RB')), (('explains', 'VBZ'), 'ccomp', ('grew', 'VBD')), (('grew', 'VBD'), 'mark', ('that', 'IN')), (('grew', 'VBD'), 'nsubj', ('tongue', 'NN')), (('tongue', 'NN'), 'nmod:poss', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'case', (""'s"", 'POS')), (('grew', 'VBD'), 'xcomp', ('long', 'JJ')), (('long', 'JJ'), 'mark', ('to', 'TO')), (('long', 'JJ'), 'cop', ('be', 'VB')), (('long', 'JJ'), 'nmod:npmod', ('feet', 'NNS')), (('feet', 'NNS'), 'nummod', ('four', 'CD')), (('grew', 'VBD'), 'cc', ('and', 'CC')), (('grew', 'VBD'), 'conj', ('turned', 'VBD')), (('turned', 'VBD'), 'dobj', ('purple', 'JJ')), (('turned', 'VBD'), 'advcl', ('allowed', 'VBN')), (('allowed', 'VBN'), 'mark', ('before', 'IN')), (('allowed', 'VBN'), 'nsubjpass', ('Dudley', 'NNP')), (('allowed', 'VBN'), 'auxpass', ('was', 'VBD')), (('allowed', 'VBN'), 'xcomp', ('fix', 'VB')), (('fix', 'VB'), 'mark', ('to', 'TO')), (('fix', 'VB'), 'dobj', ('it', 'PRP'))]"
Dudley points out that this incident could undermine the muggle-wizard relations Dudley has been working so hard to improve even after the twins tell Dudley they did it because Dudley bullies Harry .,"['Dudley', 'incident', 'Dudley', 'twins', 'they', 'Harry']","['Dudley:points', 'incident:undermine', 'Dudley:working', 'twins:tell', 'they:did', 'Harry:did']","['relations', 'Dudley', 'it']","['relations:undermine', 'Dudley:tell', 'it:did']",0.0252,"[(('points', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('points', 'VBZ'), 'compound:prt', ('out', 'RP')), (('points', 'VBZ'), 'ccomp', ('undermine', 'VB')), (('undermine', 'VB'), 'mark', ('that', 'IN')), (('undermine', 'VB'), 'nsubj', ('incident', 'NN')), (('incident', 'NN'), 'det', ('this', 'DT')), (('undermine', 'VB'), 'aux', ('could', 'MD')), (('undermine', 'VB'), 'dobj', ('relations', 'NNS')), (('relations', 'NNS'), 'det', ('the', 'DT')), (('relations', 'NNS'), 'amod', ('muggle-wizard', 'JJ')), (('relations', 'NNS'), 'acl:relcl', ('working', 'VBG')), (('working', 'VBG'), 'nsubj', ('Dudley', 'NNP')), (('working', 'VBG'), 'aux', ('has', 'VBZ')), (('working', 'VBG'), 'aux', ('been', 'VBN')), (('working', 'VBG'), 'advmod', ('hard', 'RB')), (('hard', 'RB'), 'advmod', ('so', 'RB')), (('working', 'VBG'), 'xcomp', ('improve', 'VB')), (('improve', 'VB'), 'mark', ('to', 'TO')), (('improve', 'VB'), 'advcl', ('tell', 'VBP')), (('tell', 'VBP'), 'advmod', ('even', 'RB')), (('tell', 'VBP'), 'mark', ('after', 'IN')), (('tell', 'VBP'), 'nsubj', ('twins', 'NNS')), (('twins', 'NNS'), 'det', ('the', 'DT')), (('tell', 'VBP'), 'dobj', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'acl:relcl', ('did', 'VBD')), (('did', 'VBD'), 'nsubj', ('they', 'PRP')), (('did', 'VBD'), 'dobj', ('it', 'PRP')), (('did', 'VBD'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('because', 'IN')), (('Harry', 'NNP'), 'compound', ('Dudley', 'NNP')), (('Harry', 'NNP'), 'compound', ('bullies', 'NNP'))]"
Mrs learns what happened and joins in the scolding of the twins .,"['Mrs', 'scolding', 'twins']","['Mrs:learns', 'scolding:joins', 'twins:scolding']",[],[],0.0,"[(('learns', 'VBZ'), 'nsubj', ('Mrs', 'NNP')), (('learns', 'VBZ'), 'ccomp', ('happened', 'VBD')), (('happened', 'VBD'), 'nsubj', ('what', 'WP')), (('happened', 'VBD'), 'cc', ('and', 'CC')), (('happened', 'VBD'), 'conj', ('joins', 'VBZ')), (('joins', 'VBZ'), 'nmod', ('scolding', 'NN')), (('scolding', 'NN'), 'case', ('in', 'IN')), (('scolding', 'NN'), 'det', ('the', 'DT')), (('scolding', 'NN'), 'nmod', ('twins', 'NNS')), (('twins', 'NNS'), 'case', ('of', 'IN')), (('twins', 'NNS'), 'det', ('the', 'DT'))]"
"Meanwhile , Harry leaves the room and learns that Molly is upset about Weasley ' Wizard Wheezes , a business enterprise Ronald 's brothers Fred and George set up to sell their self-invented sweets and prank objects .","['Harry', 'Molly', 'Wheezes', 'Fred', 'George']","['Harry:leaves', 'Molly:upset', 'Wheezes:upset', 'Fred:set', 'George:set']","['room', 'sweets', 'objects']","['room:leaves', 'sweets:sell', 'objects:sell']",0.1531,"[(('leaves', 'VBZ'), 'advmod', ('Meanwhile', 'RB')), (('leaves', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('leaves', 'VBZ'), 'dobj', ('room', 'NN')), (('room', 'NN'), 'det', ('the', 'DT')), (('leaves', 'VBZ'), 'cc', ('and', 'CC')), (('leaves', 'VBZ'), 'conj', ('learns', 'VBZ')), (('learns', 'VBZ'), 'ccomp', ('upset', 'JJ')), (('upset', 'JJ'), 'mark', ('that', 'IN')), (('upset', 'JJ'), 'nsubj', ('Molly', 'NNP')), (('upset', 'JJ'), 'cop', ('is', 'VBZ')), (('upset', 'JJ'), 'nmod', ('Wheezes', 'NNP')), (('Wheezes', 'NNP'), 'case', ('about', 'IN')), (('Wheezes', 'NNP'), 'nmod:poss', ('Weasley', 'NNP')), (('Weasley', 'NNP'), 'case', (""'"", 'POS')), (('Wheezes', 'NNP'), 'compound', ('Wizard', 'NNP')), (('Wheezes', 'NNP'), 'appos', ('enterprise', 'NN')), (('enterprise', 'NN'), 'det', ('a', 'DT')), (('enterprise', 'NN'), 'compound', ('business', 'NN')), (('enterprise', 'NN'), 'dep', ('brothers', 'NNS')), (('brothers', 'NNS'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('upset', 'JJ'), 'ccomp', ('set', 'VBD')), (('set', 'VBD'), 'nsubj', ('Fred', 'NNP')), (('Fred', 'NNP'), 'cc', ('and', 'CC')), (('Fred', 'NNP'), 'conj', ('George', 'NNP')), (('set', 'VBD'), 'compound:prt', ('up', 'RP')), (('set', 'VBD'), 'xcomp', ('sell', 'VB')), (('sell', 'VB'), 'mark', ('to', 'TO')), (('sell', 'VB'), 'dobj', ('sweets', 'NNS')), (('sweets', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('sweets', 'NNS'), 'amod', ('self-invented', 'JJ')), (('sweets', 'NNS'), 'cc', ('and', 'CC')), (('sweets', 'NNS'), 'conj', ('objects', 'NNS')), (('objects', 'NNS'), 'compound', ('prank', 'NN'))]"
"Mrs forced them to stop , since she wanted them to have a more reputable career in the Ministry after graduation .","['Mrs', 'she', 'Ministry', 'graduation']","['Mrs:forced', 'she:wanted', 'Ministry:career', 'graduation:have']","['them', 'them', 'career']","['them:forced', 'them:wanted', 'career:have']",-0.6369,"[(('forced', 'VBD'), 'nsubj', ('Mrs', 'NNP')), (('forced', 'VBD'), 'dobj', ('them', 'PRP')), (('forced', 'VBD'), 'xcomp', ('stop', 'VB')), (('stop', 'VB'), 'mark', ('to', 'TO')), (('forced', 'VBD'), 'advcl', ('wanted', 'VBD')), (('wanted', 'VBD'), 'mark', ('since', 'IN')), (('wanted', 'VBD'), 'nsubj', ('she', 'PRP')), (('wanted', 'VBD'), 'dobj', ('them', 'PRP')), (('wanted', 'VBD'), 'xcomp', ('have', 'VB')), (('have', 'VB'), 'mark', ('to', 'TO')), (('have', 'VB'), 'dobj', ('career', 'NN')), (('career', 'NN'), 'det', ('a', 'DT')), (('career', 'NN'), 'amod', ('reputable', 'JJ')), (('reputable', 'JJ'), 'advmod', ('more', 'RBR')), (('career', 'NN'), 'nmod', ('Ministry', 'NNP')), (('Ministry', 'NNP'), 'case', ('in', 'IN')), (('Ministry', 'NNP'), 'det', ('the', 'DT')), (('have', 'VB'), 'nmod', ('graduation', 'NN')), (('graduation', 'NN'), 'case', ('after', 'IN'))]"
"After the spat , the Weasley , Harry , and Hermione enjoy a lovely dinner in the garden .","['spat', 'Weasley', 'Harry', 'Hermione', 'garden']","['spat:enjoy', 'Weasley:enjoy', 'Harry:enjoy', 'Hermione:enjoy', 'garden:dinner']",['dinner'],['dinner:enjoy'],0.7906,"[(('enjoy', 'VBP'), 'nmod', ('spat', 'NN')), (('spat', 'NN'), 'case', ('After', 'IN')), (('spat', 'NN'), 'det', ('the', 'DT')), (('enjoy', 'VBP'), 'nsubj', ('Weasley', 'NN')), (('Weasley', 'NN'), 'det', ('the', 'DT')), (('Weasley', 'NN'), 'conj', ('Harry', 'NNP')), (('Weasley', 'NN'), 'cc', ('and', 'CC')), (('Weasley', 'NN'), 'conj', ('Hermione', 'NNP')), (('enjoy', 'VBP'), 'dobj', ('dinner', 'NN')), (('dinner', 'NN'), 'det', ('a', 'DT')), (('dinner', 'NN'), 'amod', ('lovely', 'JJ')), (('dinner', 'NN'), 'nmod', ('garden', 'NN')), (('garden', 'NN'), 'case', ('in', 'IN')), (('garden', 'NN'), 'det', ('the', 'DT'))]"
"At the table a lot of topics are discussed : the upcoming  , William 's personal appearance , Sirius 's whereabouts -LRB- a private conversation by Harry , Ronald , and Hermione -RRB- , a missing Ministry Witch named Bertha .","['table', 'topics', 'Harry', 'Ronald', 'Hermione']","['table:discussed', 'topics:lot', 'Harry:conversation', 'Ronald:conversation', 'Hermione:conversation']","['lot', 'upcoming']","['lot:discussed', 'upcoming:discussed']",-0.5719,"[(('discussed', 'VBN'), 'nmod', ('table', 'NN')), (('table', 'NN'), 'case', ('At', 'IN')), (('table', 'NN'), 'det', ('the', 'DT')), (('discussed', 'VBN'), 'nsubjpass', ('lot', 'NN')), (('lot', 'NN'), 'det', ('a', 'DT')), (('lot', 'NN'), 'nmod', ('topics', 'NNS')), (('topics', 'NNS'), 'case', ('of', 'IN')), (('discussed', 'VBN'), 'auxpass', ('are', 'VBP')), (('discussed', 'VBN'), 'dobj', ('upcoming', 'NN')), (('upcoming', 'NN'), 'det', ('the', 'DT')), (('upcoming', 'NN'), 'appos', ('appearance', 'NN')), (('appearance', 'NN'), 'nmod:poss', ('William', 'NNP')), (('William', 'NNP'), 'case', (""'s"", 'POS')), (('appearance', 'NN'), 'amod', ('personal', 'JJ')), (('appearance', 'NN'), 'appos', ('whereabouts', 'NN')), (('whereabouts', 'NN'), 'nmod:poss', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', (""'s"", 'POS')), (('whereabouts', 'NN'), 'dep', ('conversation', 'NN')), (('conversation', 'NN'), 'det', ('a', 'DT')), (('conversation', 'NN'), 'amod', ('private', 'JJ')), (('conversation', 'NN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('by', 'IN')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('appearance', 'NN'), 'appos', ('Bertha', 'NN')), (('Bertha', 'NN'), 'det', ('a', 'DT')), (('Bertha', 'NN'), 'amod', ('missing', 'VBG')), (('Bertha', 'NN'), 'compound', ('Ministry', 'NNP')), (('Bertha', 'NN'), 'amod', ('Witch', 'JJ')), (('Bertha', 'NN'), 'amod', ('named', 'VBN'))]"
"Percy -LRB- who has joined the Ministry following his recent graduation -RRB- mentions a top-secret event that he is up to in the Ministry , which will take place after the  .","['Percy', 'graduation', 'he']","['Percy:mentions', 'graduation:Ministry', 'he:Ministry']","['Ministry', 'event', 'place']","['Ministry:joined', 'event:mentions', 'place:take']",0.0,"[(('mentions', 'VBZ'), 'nsubj', ('Percy', 'NNP')), (('Percy', 'NNP'), 'dep', ('joined', 'VBN')), (('joined', 'VBN'), 'nsubj', ('who', 'WP')), (('joined', 'VBN'), 'aux', ('has', 'VBZ')), (('joined', 'VBN'), 'dobj', ('Ministry', 'NNP')), (('Ministry', 'NNP'), 'det', ('the', 'DT')), (('Ministry', 'NNP'), 'nmod', ('graduation', 'NN')), (('graduation', 'NN'), 'case', ('following', 'VBG')), (('graduation', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('graduation', 'NN'), 'amod', ('recent', 'JJ')), (('mentions', 'VBZ'), 'dobj', ('event', 'NN')), (('event', 'NN'), 'det', ('a', 'DT')), (('event', 'NN'), 'amod', ('top-secret', 'JJ')), (('mentions', 'VBZ'), 'ccomp', ('Ministry', 'NNP')), (('Ministry', 'NNP'), 'mark', ('that', 'IN')), (('Ministry', 'NNP'), 'nsubj', ('he', 'PRP')), (('Ministry', 'NNP'), 'cop', ('is', 'VBZ')), (('Ministry', 'NNP'), 'advmod', ('up', 'RB')), (('up', 'RB'), 'dep', ('to', 'TO')), (('Ministry', 'NNP'), 'case', ('in', 'IN')), (('Ministry', 'NNP'), 'det', ('the', 'DT')), (('Ministry', 'NNP'), 'acl:relcl', ('take', 'VB')), (('take', 'VB'), 'nsubj', ('which', 'WDT')), (('take', 'VB'), 'aux', ('will', 'MD')), (('take', 'VB'), 'dobj', ('place', 'NN')), (('take', 'VB'), 'nmod', ('the', 'DT')), (('the', 'DT'), 'case', ('after', 'IN'))]"
"Harry , Hermione and the Weasley -LRB- excluding William , Charles , and Percy , who would apparate later , and Mrs , who would not be attending -RRB- travelled early the next morning to the site of the Quidditch via a Portkey , an enchanted object that can transport large groups of people across large distances in a short time .","['Harry', 'Hermione', 'Weasley', 'William', 'Charles', 'Percy', 'Mrs', 'site', 'Quidditch', 'Portkey', 'people', 'distances', 'time']","['Harry:travelled', 'Hermione:travelled', 'Weasley:travelled', 'William:Harry', 'Charles:Harry', 'Percy:Harry', 'Mrs:Harry', 'site:travelled', 'Quidditch:site', 'Portkey:travelled', 'people:groups', 'distances:transport', 'time:distances']",['groups'],['groups:transport'],0.3818,"[(('travelled', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Weasley', 'NN')), (('Weasley', 'NN'), 'det', ('the', 'DT')), (('Harry', 'NNP'), 'nmod', ('William', 'NNP')), (('William', 'NNP'), 'case', ('excluding', 'VBG')), (('William', 'NNP'), 'conj', ('Charles', 'NNP')), (('William', 'NNP'), 'cc', ('and', 'CC')), (('William', 'NNP'), 'conj', ('Percy', 'NNP')), (('Percy', 'NNP'), 'acl:relcl', ('apparate', 'VB')), (('apparate', 'VB'), 'nsubj', ('who', 'WP')), (('apparate', 'VB'), 'aux', ('would', 'MD')), (('apparate', 'VB'), 'advmod', ('later', 'RB')), (('William', 'NNP'), 'cc', ('and', 'CC')), (('William', 'NNP'), 'conj', ('Mrs', 'NNP')), (('Mrs', 'NNP'), 'acl:relcl', ('attending', 'VBG')), (('attending', 'VBG'), 'nsubj', ('who', 'WP')), (('attending', 'VBG'), 'aux', ('would', 'MD')), (('attending', 'VBG'), 'neg', ('not', 'RB')), (('attending', 'VBG'), 'aux', ('be', 'VB')), (('travelled', 'VBD'), 'nmod:tmod', ('morning', 'NN')), (('morning', 'NN'), 'advmod', ('early', 'RB')), (('morning', 'NN'), 'det', ('the', 'DT')), (('morning', 'NN'), 'amod', ('next', 'JJ')), (('travelled', 'VBD'), 'nmod', ('site', 'NN')), (('site', 'NN'), 'case', ('to', 'TO')), (('site', 'NN'), 'det', ('the', 'DT')), (('site', 'NN'), 'nmod', ('Quidditch', 'NNP')), (('Quidditch', 'NNP'), 'case', ('of', 'IN')), (('Quidditch', 'NNP'), 'det', ('the', 'DT')), (('travelled', 'VBD'), 'nmod', ('Portkey', 'NN')), (('Portkey', 'NN'), 'case', ('via', 'IN')), (('Portkey', 'NN'), 'det', ('a', 'DT')), (('Portkey', 'NN'), 'appos', ('object', 'NN')), (('object', 'NN'), 'det', ('an', 'DT')), (('object', 'NN'), 'amod', ('enchanted', 'JJ')), (('object', 'NN'), 'acl:relcl', ('transport', 'VB')), (('transport', 'VB'), 'nsubj', ('that', 'WDT')), (('transport', 'VB'), 'aux', ('can', 'MD')), (('transport', 'VB'), 'dobj', ('groups', 'NNS')), (('groups', 'NNS'), 'amod', ('large', 'JJ')), (('groups', 'NNS'), 'nmod', ('people', 'NNS')), (('people', 'NNS'), 'case', ('of', 'IN')), (('transport', 'VB'), 'nmod', ('distances', 'NNS')), (('distances', 'NNS'), 'case', ('across', 'IN')), (('distances', 'NNS'), 'amod', ('large', 'JJ')), (('distances', 'NNS'), 'nmod', ('time', 'NN')), (('time', 'NN'), 'case', ('in', 'IN')), (('time', 'NN'), 'det', ('a', 'DT')), (('time', 'NN'), 'amod', ('short', 'JJ'))]"
Mr explains that two hundred Portkeys have been placed around Great to transport thousand of wizards and that they will be using the one at Stoatshead .,"['Mr', 'Great', 'wizards', 'they', 'Stoatshead']","['Mr:explains', 'Great:placed', 'wizards:thousand', 'they:using', 'Stoatshead:using']",['one'],['one:using'],0.6249,"[(('explains', 'VBZ'), 'nsubj', ('Mr', 'NNP')), (('explains', 'VBZ'), 'ccomp', ('placed', 'VBN')), (('placed', 'VBN'), 'mark', ('that', 'IN')), (('placed', 'VBN'), 'nsubjpass', ('Portkeys', 'NNPS')), (('Portkeys', 'NNPS'), 'nummod', ('hundred', 'CD')), (('hundred', 'CD'), 'compound', ('two', 'CD')), (('placed', 'VBN'), 'aux', ('have', 'VBP')), (('placed', 'VBN'), 'auxpass', ('been', 'VBN')), (('placed', 'VBN'), 'nmod', ('Great', 'NNP')), (('Great', 'NNP'), 'case', ('around', 'IN')), (('placed', 'VBN'), 'xcomp', ('transport', 'VB')), (('transport', 'VB'), 'mark', ('to', 'TO')), (('transport', 'VB'), 'dobj', ('thousand', 'CD')), (('thousand', 'CD'), 'nmod', ('wizards', 'NNS')), (('wizards', 'NNS'), 'case', ('of', 'IN')), (('placed', 'VBN'), 'cc', ('and', 'CC')), (('placed', 'VBN'), 'conj', ('using', 'VBG')), (('using', 'VBG'), 'mark', ('that', 'IN')), (('using', 'VBG'), 'nsubj', ('they', 'PRP')), (('using', 'VBG'), 'aux', ('will', 'MD')), (('using', 'VBG'), 'aux', ('be', 'VB')), (('using', 'VBG'), 'dobj', ('one', 'NN')), (('one', 'NN'), 'det', ('the', 'DT')), (('using', 'VBG'), 'nmod', ('Stoatshead', 'NNP')), (('Stoatshead', 'NNP'), 'case', ('at', 'IN'))]"
"There they meet Cedric , captain of the Hufflepuff team , and his father , Amos .","['they', 'team']","['they:meet', 'team:captain']","['Cedric', 'captain', 'father']","['Cedric:meet', 'captain:meet', 'father:meet']",0.0,"[(('Amos', 'VBZ'), 'expl', ('There', 'EX')), (('Amos', 'VBZ'), 'parataxis', ('meet', 'VBP')), (('meet', 'VBP'), 'nsubj', ('they', 'PRP')), (('meet', 'VBP'), 'dobj', ('Cedric', 'NNP')), (('Cedric', 'NNP'), 'conj', ('captain', 'NN')), (('captain', 'NN'), 'nmod', ('team', 'NN')), (('team', 'NN'), 'case', ('of', 'IN')), (('team', 'NN'), 'det', ('the', 'DT')), (('team', 'NN'), 'compound', ('Hufflepuff', 'NNP')), (('Cedric', 'NNP'), 'cc', ('and', 'CC')), (('Cedric', 'NNP'), 'conj', ('father', 'NN')), (('father', 'NN'), 'nmod:poss', ('his', 'PRP$'))]"
"Fred and George are not too keen to see Cedric due to his team beating Gryffindor last year , and Mr makes a big deal of it despite Cedric himself stating it was a fluke .","['Fred', 'George', 'Cedric', 'team', 'Mr', 'it', 'himself', 'it']","['Fred:keen', 'George:keen', 'Cedric:beating', 'team:due', 'Mr:makes', 'it:deal', 'himself:stating', 'it:fluke']","['Gryffindor', 'deal']","['Gryffindor:beating', 'deal:makes']",-0.6261,"[(('keen', 'JJ'), 'nsubj', ('Fred', 'NNP')), (('Fred', 'NNP'), 'cc', ('and', 'CC')), (('Fred', 'NNP'), 'conj', ('George', 'NNP')), (('keen', 'JJ'), 'cop', ('are', 'VBP')), (('keen', 'JJ'), 'neg', ('not', 'RB')), (('keen', 'JJ'), 'advmod', ('too', 'RB')), (('keen', 'JJ'), 'xcomp', ('see', 'VB')), (('see', 'VB'), 'mark', ('to', 'TO')), (('see', 'VB'), 'xcomp', ('beating', 'VBG')), (('beating', 'VBG'), 'nsubj', ('Cedric', 'NNP')), (('beating', 'VBG'), 'dep', ('due', 'JJ')), (('due', 'JJ'), 'nmod', ('team', 'NN')), (('team', 'NN'), 'case', ('to', 'TO')), (('team', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('beating', 'VBG'), 'dobj', ('Gryffindor', 'NNP')), (('beating', 'VBG'), 'nmod:tmod', ('year', 'NN')), (('year', 'NN'), 'amod', ('last', 'JJ')), (('keen', 'JJ'), 'cc', ('and', 'CC')), (('keen', 'JJ'), 'conj', ('makes', 'VBZ')), (('makes', 'VBZ'), 'nsubj', ('Mr', 'NNP')), (('makes', 'VBZ'), 'dobj', ('deal', 'NN')), (('deal', 'NN'), 'det', ('a', 'DT')), (('deal', 'NN'), 'amod', ('big', 'JJ')), (('deal', 'NN'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('of', 'IN')), (('makes', 'VBZ'), 'advcl', ('Cedric', 'VBG')), (('Cedric', 'VBG'), 'mark', ('despite', 'IN')), (('Cedric', 'VBG'), 'advcl', ('stating', 'VBG')), (('stating', 'VBG'), 'nsubj', ('himself', 'PRP')), (('stating', 'VBG'), 'ccomp', ('fluke', 'NN')), (('fluke', 'NN'), 'nsubj', ('it', 'PRP')), (('fluke', 'NN'), 'cop', ('was', 'VBD')), (('fluke', 'NN'), 'det', ('a', 'DT'))]"
"They then gather around and use Portkey on Mr 's signal , transporting to the Quidditch .","['They', 'signal', 'Quidditch']","['They:gather', 'signal:Portkey', 'Quidditch:transporting']",['Portkey'],['Portkey:use'],0.0,"[(('gather', 'VB'), 'nsubj', ('They', 'PRP')), (('gather', 'VB'), 'advmod', ('then', 'RB')), (('gather', 'VB'), 'compound:prt', ('around', 'RP')), (('gather', 'VB'), 'cc', ('and', 'CC')), (('gather', 'VB'), 'conj', ('use', 'VB')), (('use', 'VB'), 'dobj', ('Portkey', 'NNP')), (('Portkey', 'NNP'), 'nmod', ('signal', 'NN')), (('signal', 'NN'), 'case', ('on', 'IN')), (('signal', 'NN'), 'nmod:poss', ('Mr', 'NNP')), (('Mr', 'NNP'), 'case', (""'s"", 'POS')), (('use', 'VB'), 'advcl', ('transporting', 'VBG')), (('transporting', 'VBG'), 'nmod', ('Quidditch', 'NNP')), (('Quidditch', 'NNP'), 'case', ('to', 'TO')), (('Quidditch', 'NNP'), 'det', ('the', 'DT'))]"
"After arriving and setting up their tents at a wizard campsite , Harry , Ronald , and Hermione witness international members of the wizarding community while getting water .","['campsite', 'Harry', 'Ronald', 'Hermione', 'community']","['campsite:setting', 'Harry:witness', 'Ronald:witness', 'Hermione:witness', 'community:members']","['tents', 'members', 'water']","['tents:setting', 'members:witness', 'water:getting']",0.0,"[(('witness', 'VBD'), 'advcl', ('arriving', 'VBG')), (('arriving', 'VBG'), 'mark', ('After', 'IN')), (('arriving', 'VBG'), 'cc', ('and', 'CC')), (('arriving', 'VBG'), 'conj', ('setting', 'VBG')), (('setting', 'VBG'), 'compound:prt', ('up', 'RP')), (('setting', 'VBG'), 'dobj', ('tents', 'NNS')), (('tents', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('setting', 'VBG'), 'nmod', ('campsite', 'NN')), (('campsite', 'NN'), 'case', ('at', 'IN')), (('campsite', 'NN'), 'det', ('a', 'DT')), (('campsite', 'NN'), 'amod', ('wizard', 'JJ')), (('witness', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('witness', 'VBD'), 'dobj', ('members', 'NNS')), (('members', 'NNS'), 'amod', ('international', 'JJ')), (('members', 'NNS'), 'nmod', ('community', 'NN')), (('community', 'NN'), 'case', ('of', 'IN')), (('community', 'NN'), 'det', ('the', 'DT')), (('community', 'NN'), 'amod', ('wizarding', 'JJ')), (('witness', 'VBD'), 'advcl', ('getting', 'VBG')), (('getting', 'VBG'), 'mark', ('while', 'IN')), (('getting', 'VBG'), 'dobj', ('water', 'NN'))]"
