"paragraph","nrc_sentiment","no_of_interactions","sentence_id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","Valence","Arousal","Dominance"
" Harry disguises himself as `` Ronald 's cousin '' Barny Weasley for the wedding to avoid causing an uproar . After the ceremony , while Ronald and Hermione are dancing , Harry speaks with Elphias and Ronald 's great aunt Muriel from whom he learns more less than savoury details from Albus ' past : Albus had had Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley and who Muriel believes was a squib .",0.05,2," 40 41",0.222222222222222,0,0,0.111111111111111,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,1.01553,-0.98263,0.57816
" Muriel also thinks that Albus killed Ariana . Elphias is shocked and will not believe Muriel and is brought to tears because of all of the lies .",-1.4,2," 42 43",NA,NA,NA,NA,NA,NA,NA,NA,-0.16,-0.7145,0.662
" During the wedding celebration , Kingsley 's Patronus arrives to warn the attendants that Tom has taken over the Ministry of Magic and Rufus has been killed .",0.15,1," 44",0,0.2,0,0.1,0.2,0,0.2,0.3,0.66333,-0.34458,0.46
" Harry , Ronald , and Hermione flee the wedding , first arriving on Tottenham Court Road in Muggle .",-0.75,1," 45",0.333333333333333,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0,0,0.67333,-0.265,0.54
" There , they quickly make for a café to settle down and decide their next course of action . Though they think themselves safe for the moment , two Death suddenly locate them , almost immediately upon their arrival , and attack them . Harry , Ronald , and Hermione manage to defeat the Death , but thinking themselves in danger in public , flee to  Grimmauld Place , former Order headquarters , where they hide .",-1.05,3," 46 47 48",0.148148148148148,0.185185185185185,0.0740740740740741,0.222222222222222,0.037037037037037,0.148148148148148,0.111111111111111,0.0740740740740741,0.07457,-0.82065,0.46043
" Although there was some debate whether Severus could get in , with reinforcement Death , but their fears were soon realised to be untrue as they reach the dilapidated house . The first morning there , Harry finds the name Regulus , the deceased younger brother of Sirius and a former Death , on a bedroom door . Harry realises that Regulus was the `` R.A.B. '' from the faux-Horcrux Harry found with Albus , and he , Hermione , and Ronald begin searching the house for the real one .",-1.03333333333333,3," 49 50 51",0.166666666666667,0.0833333333333333,0.125,0.0833333333333333,0.0416666666666667,0.25,0.0833333333333333,0.166666666666667,0.65788,-0.99481,0.54423
" They soon surmise that the locket had indeed been in the house , at one time .",0,1," 52",0,1,0,0,0,0,0,0,1.13083,-1.62333,0.605
" Unable to find it , they call upon Kreacher , the Black family 's house-elf .",-0.75,1," 53",0.2,0,0.2,0.2,0,0.4,0,0,0.648,-1.33,0.278
" Kreacher tells the trio that he had helped Tom place the real Horcrux in the cave . After Regulus learned of this , however , he had ordered Kreacher to return with him to the cave in order to substitute a fake locket for the real one , as Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Regulus-Potter-Sirius-Dursley would have been safer not involved in Tom 's affairs . Regulus was killed in the process while Kreacher escaped with the Horcrux locket . Kreacher also tells Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Regulus-Potter-Sirius-Dursley that Mundungus stole the locket , and Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Regulus-Potter-Sirius-Dursley send Kreacher to find him . While waiting for Kreacher , the trio are visited by Remus .",-0.15,5," 54 55 56 57 58",0,0,0,0.2,0,0,0.4,0.4,0.51351,-1.14459,0.51676
" He explains more of the situation : the Voldemort-controlled Ministry and Death Eaters are searching for Harry , claiming that he had a part in Albus ' death , and now openly persecuting Muggle-born wizards and witches .",-1.15,1," 59",0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,-0.36857,-0.73214,-0.085
" He then offers to join the trio in their quest , not wanting to remain with his wife , Nymphadora , who is pregnant with their child because he fears the child will be a werewolf like him .",0.75,1," 60",0,0.5,0,0,0.25,0.25,0,0,0.88813,-0.56969,0.28125
" Harry calls him a coward for abandoning his son , and Remus angrily storms off .",-1.5,1," 61",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0,0.285714285714286,0,0.142857142857143,-0.182,-0.72,-0.652
" Later , Kreacher brings Mundungus back to  Grimmauld Place , but he has already given away the locket to Dolores as a bribe .",-0.75,1," 62",NA,NA,NA,NA,NA,NA,NA,NA,0.56,-1.24,0.52857
" After a month of spying on the Ministry of Magic , the trio infiltrate it in order to retrieve the Horcrux from Dolores .",0.25,1," 63",0,0,0,0,0.5,0,0,0.5,0.5975,-0.69625,0.115
" They ambush three employees and use Polyjuice to impersonate them with Hermione taking on the appearance of Mafalda Hopkirk , Ronald looking like Reginald , and Harry .",-0.4,1," 64",0.4,0,0,0.2,0,0.2,0.2,0,0.35,-0.64778,0.34111
" After being separated , Harry discovers Alastor 's magical eye has been taken by Dolores . Thinking it a disgrace to Alastor 's memory to keep it stuck in Dolores ' door , Alastor steals the eye , so as to give it a proper burial and the respect it deserves .",-0.25,2," 65 66",0.214285714285714,0.142857142857143,0.0714285714285714,0.0714285714285714,0.142857142857143,0.214285714285714,0.0714285714285714,0.0714285714285714,0.72238,-0.9019,0.65143
" Once Harry reunites with Hermione , Alastor witnesses the Muggle-Born Registration Commission , set up to convict Muggle-borns of `` stealing '' magic , at work .",-1.05,1," 67",0.222222222222222,0,0.222222222222222,0.222222222222222,0,0.222222222222222,0,0.111111111111111,0.02889,-0.58167,0.23333
" Enraged by what Alastor sees , Harry stuns Dolores and the Death , who is now head of the Department of Magical Law Enforcement .",-1.25,1," 68",0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.0833333333333333,-0.014,-0.556,-0.197
" Hermione takes the Horcrux , which Dolores had falsely used to bolster Dolores 's Pure-blood credentials , from Dolores .",-0.25,1," 69",NA,NA,NA,NA,NA,NA,NA,NA,0.28667,-0.92333,0.18333
" By the time Harry and Hermione begin freeing the Muggle-borns , the Ministry knows that there are intruders in the building , having discovered Alastor 's eye missing . Once they reunite with Ronald , they encourage the Muggle-borns to flee the country . They make for the exit , and as they escape , their hiding place is discovered , Ronald is splinched , and they are forced to flee to the countryside , where they move from place to place , never staying anywhere for more than a night or two .",-0.633333333333333,3," 70 71 72",0.0666666666666667,0.133333333333333,0,0.4,0.133333333333333,0.133333333333333,0,0.133333333333333,0.87197,-1.04379,0.70985
" One night , Harry has a vision of Tom interrogating Mykew and realises that Tom is searching for something Mykew once had but which was stolen by a young man long ago .",0.15,1," 73",0.25,0.375,0,0,0.125,0.125,0.125,0,0.50083,-1.21583,0.37958
" After several weeks of travelling in which they accomplish nothing , they overhear a conversation between Ted , Dirk Cresswell , Dean , and Goblins Griphook and Gornuk , wherein it is revealed that Godric 's sword , which had been in Albus ' possession and was then sent to the Lestrange for protection , is actually a copy .",1.55,1," 74",0.25,0,0.25,0.25,0.25,0,0,0,1.0125,-1.04812,0.86687
" They also mention that the whereabouts of the real sword are unknown . Harry , Hermione , and Ronald also overhear that some students attempted to steal the sword from Severus , prior to its removal .",-0.625,2," 75 76",0.25,0.125,0,0.25,0,0.25,0,0.125,0.08577,-0.75269,0.42731
" Upon hearing that the perpetrators were their friends , the trio worry about the punishment but are relieved to hear that their friends only served detention with Rubeus .",-1.55,1," 77",0.125,0.125,0.125,0.375,0,0.25,0,0,0.36885,-0.77731,0.40308
" Harry and Hermione hear all this and are heartened , and after questioning the portrait of Phineas Nigellus Black , they discover that the sword had last been used by Albus on another Horcrux , Marvolo 's ring .",-0.25,1," 78",0.333333333333333,0,0,0,0,0.666666666666667,0,0,1.175,-0.99583,0.94583
" Hermione realises that it must be impregnated with basilisk venom and therefore can destroy Horcruxes .",-1.25,1," 79",0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,-0.48417,-0.37,-0.10167
" Ronald is discouraged , feeling that with the sword now necessary as well and out of reach , their quest is becoming hopeless .",-0.0499999999999999,1," 80",0.0909090909090909,0.181818181818182,0.0909090909090909,0.181818181818182,0.0909090909090909,0.181818181818182,0.0909090909090909,0.0909090909090909,0.289,-0.89,0.194
" He argues with Harry and angrily departs claiming that Hermione had chosen Harry over himself when she decides to stay , leaving Harry and Hermione together",0.1,1," 81",0.5,0,0,0,0,0.5,0,0,0.16375,-0.96125,0.65
" Hermione is distraught upon Ronald 's departure , and Harry is angry , but the two of them realise they will have to continue without Ronald .",-1.35,1," 82",0.25,0.125,0.125,0,0,0.375,0,0.125,-0.01778,-1.11111,0.25556
" After many more listless weeks , they make their way to Godric 's Hollow on the off-chance Albus left the sword there for them , with Bathilda , author of A History of Magic .",-1,1," 83",0,0,0,0,0,0.5,0.25,0.25,0.523,-1.077,0.369
" Arriving in Godric 's Hollow on Christmas , the two first visit the graveyard where both Harry and Albus ' families are buried .",-0.7,1," 84",0.2,0,0,0.2,0,0.6,0,0,0.827,-0.534,0.424
" After sharing an emotional moment and laying a wreath on Harry 's parents ' grave , they visit the memorial to Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley , and then encounter The-Aberforth-Albus-Plot .",-0.35,1," 85",0.2,0,0,0.2,0,0.4,0.2,0,0.599,-1.006,0.403
" Harry and Hermione follow her to her old , disgusting home , where they find a picture frame of Gellert , who is Bathilda 's great-nephew and , long ago , was Albus ' childhood friend .",0.4,1," 86",0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0,0.111111111111111,1.0035,-1.175,0.685
" However , Harry and Hermione do n't realise that the real Bathilda has been killed and her body has been taken over by Tom 's pet and Horcrux .",-0.25,1," 87",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0.628,-0.9315,0.492
" Only Harry can understand the very little that Bathilda speaks as he can speak Parseltongue , and Nagini is a snake . Bathilda coaxes Harry up the stairs , ordering Hermione to stay behind , in order to ambush Harry . Hermione seems reluctant , but Harry thinks that by following her perhaps she may present him with the Gryffindor sword . Once Harry is upstairs , Bathilda 's body crumbles and Nagini flops out , and begins attacking Harry . Upon leaving , Hermione runs upstairs to help Harry , unfortunately her Blasting Curse rebounds in the chaos and cracks Harry 's wand in two .",-0.97,5," 88 89 90 91 92",0.28125,0.03125,0.09375,0.1875,0.03125,0.25,0.09375,0.03125,0.20986,-0.75208,0.39764
" As they Apparate , the very second that Tom appears , Harry 's mind begins to flash back to the night in which his lightning scar on his forehead became so , and it reveals exactly how Tom had killed Harry 's parents .",-1,1," 93",0.333333333333333,0,0.111111111111111,0.222222222222222,0,0.222222222222222,0.111111111111111,0,0.42033,-0.72867,0.32933
" Harry was briefly incapacitated following the incident in Godric 's Hollow , and he and Hermione spend Harry 's few days convalescing in the Forest of Dean where Harry sits down to vindictively read Rita 's book The and Lies of Albus .",-2.8,1," 94",0.25,0,0,0,0,0.5,0.25,0,0.52818,-1.03455,0.50455
" He discovers that the boy he saw in Tom 's mind is none other than Gellert and that Albus and he had been good friends as teenagers and had shared the idea that wizards should rule over the Muggles .",1.8,1," 95",0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0,0.142857142857143,0.285714285714286,1.18937,-1.00375,0.6675
" Making this discovery , Harry reaches a new level of disillusionment with his former mentor .",2.1,1," 96",0.285714285714286,0,0.142857142857143,0,0,0.285714285714286,0,0.285714285714286,1.52167,-1.025,0.93667
" While Hermione sleeps , Harry resumes the position of keeping watch outside the tent .",0,1," 97",0.25,0.25,0,0.25,0,0.25,0,0,0.885,-1.48917,0.64
" Not long after a silver doe appears . It is obviously a Patronus , due to the silvery texture and appearance .",0,2," 98 99",0,1,0,0,0,0,0,0,0.89714,-1.19714,0.38571
" The doe leads Harry away from the camp site and to a small , frozen lake , where , at the bottom , lies Godric 's Sword .",-0.85,1," 100",0.333333333333333,0,0,0,0,0.666666666666667,0,0,0.1775,-1.06937,0.09437
" Harry breaks the ice using Hermione 's wand , strips to his underpants , and attempts to retrieve the sword .",-0.4,1," 101",0.5,0,0,0,0,0.5,0,0,0.28333,-0.40944,0.445
" Only when Salazar attempts does Salazar 's locket sense that the sword is near , it wraps itself so tightly around Harry 's neck that it cuts his flesh , keeps him from getting to the surface for air , and begins to both strangle and drown him . Harry tries to make it back to the surface , but he only kicks himself into the rocky and icy part of the pool .",-0.625,2," 102 103",0.25,0,0.166666666666667,0.166666666666667,0,0.333333333333333,0.0833333333333333,0,0.3948,-1.0366,0.3822
" Harry attempts to loosen the locket but his fingers are too frozen .",-0.25,1," 104",0.5,0,0,0,0,0.5,0,0,0.673,-1.148,0.623
" Harry begins to suffocate , and he feels a pair of arms -LRB- Harry thinks they belong to Death -RRB- wrap around his chest before passing out .",-1.75,1," 105",0.25,0.125,0.125,0.125,0,0.25,0.125,0,0.23455,-0.75955,0.38727
" When Harry comes to , he thinks Hermione has come and saved him again , but Hermione has n't -- it 's Ronald !",0.8,1," 106",0.5,0,0,0,0,0.5,0,0,1.16,-1.28857,0.95143
" Ronald was also able to retrieve the sword and cut the locket off of Harry 's neck .",-0.25,1," 107",0.5,0,0,0,0,0.5,0,0,0.61429,-0.81143,0.48857
" Ronald asks Harry why he did n't take the Horcrux off first , then explains that he 'd been looking for him and Hermione all day .",0,1," 108",0.5,0,0,0,0,0.5,0,0,0.92444,-1.09,0.88667
" Ronald also reveals that while running to the pool , he saw something move behind the trees . Harry quickly dresses himself and tells Ronald that since he was the one who got the sword out of the pool , he has to be the one to destroy the Horcrux .",-0.25,2," 109 110",0.5,0,0,0,0,0.5,0,0,0.93059,-1.07529,0.70912
" Harry speaks Parseltongue in order for the locket to open and be able to be destroyed .",-0.75,1," 111",0.4,0,0,0.2,0,0.4,0,0,0.64438,-1.16438,0.69312
" Tom 's eye appears when it opens and a voice begins speaking to Ronald , teasing him .",-0.8,1," 112",0.5,0,0,0.5,0,0,0,0,0.80929,-1.15786,0.81214
" From the locket appears two figures : Riddle-Harry , and Riddle-Hermione , who was more beautiful and at the same time more terrible than the real Hermione .",0.25,1," 113",0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.67611,-1.16556,0.24444
" They tease Ronald , all the time Harry is telling Ronald to stab it ; Riddle-Harry saying that Ronald 's mother would rather have had Ronald for a son than Ronald .",-1.5,1," 114",0.2,0.2,0,0.0666666666666667,0.0666666666666667,0.266666666666667,0.133333333333333,0.0666666666666667,0.67318,-0.87182,0.49182
" Riddle-Hermione saying that nobody would ever look to him when Harry was around .",0,1," 115",0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0.9875,-1.1425,1.05
" She then proceeds to wrap her arms around Riddle-Harry .",0,1," 116",0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0.34833,-0.95,0.84667
" They kiss romantically , and it is at that moment that Ronald almost fails in both spirit and mind . He overcomes his weakness and smashes it with the sword , and the Horcrux is destroyed . Harry tells Ronald that he has no deep romantic love feelings for Hermione , he loves her like a sister , and that she cried for weeks once he left . They hug and reconcile , and Ronald is there to stay . When they head back to the camp , they awake Hermione to tell her of the good news : The Horcrux was destroyed and Ronald has returned . She , however , does n't seem too happy with Ronald leaving them . She begins to beat him up . Hermione is furious at Ronald for leaving for weeks and then suddenly showing back up . Ronald explains that he wanted to come back as soon as he left but he ran into some Snatchers , whom he tricked into thinking he was Stanley and escaped with an extra wand . He then tells them that early Christmas morning , he heard Harry and Hermione talking through it -LRB- discussing Harry 's broken wand -RRB- . Next , he explains that the Deluminator showed him the way back to them . He tells Harry and Hermione how he saw the silver doe while waiting for someone to show themselves and Harry following it , then explains how he watched Harry jump into the pool and then after a while realised something was wrong and rescued Harry , then grabbed the sword . He and Harry tell her about vanquishing the Horcrux -LRB- though they 're careful about skipping the part where Riddle-Harry and Riddle-Hermione show up -RRB- . In the end , Hermione lets him go and goes to bed without another word , while Harry and Ronald talk about how she could have been worse . Ronald reveals that he was able to find Harry with the aid of Albus 's gift , the Deluminator , which has many more useful abilities than they originally thought . He also reveals that Tom 's name has been `` made Taboo : '' anybody saying it can be traced and located , which is how they were found in the café back on Tottenham Court Road .",0.271875,16," 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132",0.186440677966102,0.11864406779661,0.0338983050847458,0.11864406779661,0.152542372881356,0.169491525423729,0.0847457627118644,0.135593220338983,0.78804,-0.92299,0.6378
" Hermione , who has recently been poring over The Tales of Beedle the Bard realises their next necessary step .",0,1," 133",NA,NA,NA,NA,NA,NA,NA,NA,0.40786,-1.75429,0.51357
" She tells them that they need to speak to Xenophilius and ask him about Gellert 's mark , a symbol which has shown up time and again during their journey .",0.4,1," 134",0,0.5,0,0.25,0.25,0,0,0,0.825,-1.24667,0.63333
" Only days after escaping from Tom in Godric 's Hollow , the trio begin searching the hills surrounding Ottery St Catchpole for the Lovegood residence .",-0.75,1," 135",0,0,0,0,0,1,0,0,0.75056,-1.51389,0.28222
" At the Lovegood , Harry , Ronald , and Hermione are told that the symbol actually represents the Deathly Hallows .",0,1," 136",0.5,0,0,0,0,0.5,0,0,-0.1,-1.006,-0.106
" Mr then introduces them to The Tale of the Three Brothers , a fairy tale about three men who bested Death and who received a magical item for it : An unbeatable wand -LRB- called the Elder -RRB- , a stone which could bring back the dead -LRB- the Resurrection -RRB- , and an Invisibility Cloak that can hide the wearer from Death itself and never failed with age , unlike most cloaks of that nature . Lovegood tells them that the three items are collectively represented by the symbol , and whoever masters all three artefacts will be the `` Master of Death . ''",-0.183333333333333,3," 137 138",0.157894736842105,0.157894736842105,0.105263157894737,0.157894736842105,0.0526315789473684,0.105263157894737,0.157894736842105,0.105263157894737,0.25274,-1.07571,0.26333
" Harry believes his own cloak to be the legendary Invisibility Cloak and is very excited . They soon discover that Lovegood has betrayed them to the Ministry ; Luna , his daughter , was taken captive earlier in the year because he was encouraging support for Harry , and he believes that giving them Harry will win her freedom . The trio barely escape from the Death sent to fetch them . In an ingenious plan to ensure escape , but also protect Ronald 's alibi , Hermione throws Harry 's cloak over Ronald and blasts away the floor . When they are sighted by the Death , she guides Harry and Ronald as they Disapparate away . After hearing the story of the Deathly , Harry becomes obsessed with finding them , and he begins to neglect his duties as the group 's leader as he sits in reverie . With Harry not performing , Ronald steps up to lead them as they venture up and down the island checking any place with links to the wizarding world for signs of another Horcrux .",0.521428571428571,7," 139 140 141 142 143 144 145",0.181818181818182,0.136363636363636,0.0454545454545455,0.136363636363636,0.113636363636364,0.204545454545455,0.0681818181818182,0.113636363636364,0.67808,-0.83892,0.535
" After listless weeks , Ronald finally manages to tune into a rogue wizard radio broadcast called `` Potterwatch , '' run by Lee , which reports the news as it actually happened unlike the Daily Prophet .",0.15,1," 146",0,0.333333333333333,0.166666666666667,0,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.404,-1.082,0.225
" The broadcast is quite entertaining , and Harry laughs for the first time in months . However , after the programme , Harry accidentally says Tom 's name , breaking the Taboo , and a group of Snatchers find Harry , Ronald , and Hermione .",-0.075,2," 147 148",0.2,0.2,0.1,0.1,0.1,0.2,0.1,0,0.94385,-0.69154,0.55962
" Hermione 's quick thinking comes in handy when Hermione uses a jinx to disfigure Harry 's face so he is not immediately recognisable .",0.5,1," 149",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0.60286,-0.78429,0.55714
" They all give false aliases , but the Snatchers soon find out their true identities , albeit a little uncertainty .",-0.9,1," 150",0,0,0,0,0.5,0,0,0.5,0.62625,-0.39,0.64875
" Because of their uncertainy , the Snatchers take the trio to Malfoy .",0,1," 151",NA,NA,NA,NA,NA,NA,NA,NA,0.25,-1.05,-0.235
" There , they are taken into the drawing room to have their identities confirmed .",0.5,1," 152",0,0,0,0,0,0,0,1,0.74857,-1.26571,0.81714
" Draco-Lucius-Narcissa 's son Draco is home for the Easter holidays .",0,1," 153",NA,NA,NA,NA,NA,NA,NA,NA,1.9375,-0.8575,0.91
