"paragraph","nrc_sentiment","no_of_interactions","sentence_id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","Valence","Arousal","Dominance"
" Albus reads Sirius 's will : Harry inherits his deceased godfather 's wealth , the Black family house at  Grimmauld Place , which Harry lets the Order of the Phoenix continue to use as headquarters , and the House-elf Kreacher , whom Harry sends to work at the Hogwarts kitchens . Albus then chastises Marjorie-Petunia-Vernon-Dudley for Marjorie-Petunia-Vernon-Dudley 's neglect and mistreatment of Harry but asks that Vernon be allowed to return to Privet one final time , and Vernon and Harry depart .",-0.925,2," 19 20",0.1875,0.1875,0.0625,0.0625,0.0625,0.3125,0,0.125,0.78558,-1.35115,0.66231
" Harry notices Albus has received a serious injury to his right hand , but the Headmaster dismisses it as unimportant .",0.15,1," 21",0.333333333333333,0,0,0.166666666666667,0,0.5,0,0,0.425,-0.955,0.604
" Albus then asks Harry 's help in convincing an old Hogwarts teacher , Horace , to come out of retirement .",1.05,1," 22",0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0.222222222222222,0,0.333333333333333,0.87857,-1.11429,0.90714
" They pay him a visit , but Slughorn is reluctant to return to the school , fearing it may put his life in danger from Death .",-2.45,1," 23",0.0714285714285714,0.142857142857143,0.0714285714285714,0.285714285714286,0.0714285714285714,0.142857142857143,0.0714285714285714,0.142857142857143,-0.0925,-0.56833,0.14917
" Harry tells him that no teachers have died since Albus became Headmaster , except Quirinus , who was working for Tom . This dubious comfort , and the opportunity to get Harry to join his Slug Club , persuades Slughorn to return to Hogwarts . Albus then drops Harry off at The Burrow , praising him for the way he has handled his godfather 's untimely death and reveals that he would take private classes for him in the forthcoming academic year . Harry is warmly received at The Burrow by Lestrange-Fred-Peverell-Angelina-Percy-Ronald-Riddle-Fleur-Weasley-Malfoy-George-Roberts-Molly-Potter-Charles-Dursley-Arthur-William , who offer him Fred and George 's bedroom to sleep in .",0.375,4," 24 25 26 27",0.217391304347826,0.130434782608696,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.217391304347826,0.0869565217391304,0.130434782608696,0.60375,-1.0405,0.51075
" Harry meets his best friends Ronald and Hermione and Ronald 's younger sister Ginevra the following morning .",0.75,1," 28",0.5,0,0,0,0,0.5,0,0,1.222,-1.086,0.79
" He also meets Triwizard , who is now working at Gringotts and is engaged to Ronald 's oldest brother William , which is not liked by Hermione , Ginevra , and the rest of the Weasley -LRB- except Ronald -RRB- .",1.75,1," 29",0,0.25,0,0,0.25,0,0,0.5,1.42778,-1.14,0.77222
" Later in the day , the trio receive their O.W.L. results ; Harry and Ronald receive  O.W.L.s while Hermione receives  .",0.25,1," 30",0.5,0,0,0,0,0.5,0,0,1.595,-0.99333,1.13167
" However , Harry is slightly disappointed as he has only achieved ` Exceeds Expectations ' in Potions , meaning he can no longer realise his ambition as an Auror as Severus only takes students who have achieved ` Outstanding ' into his N.E.W.T. Potions class .",0.85,1," 31",0.222222222222222,0.111111111111111,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.111111111111111,0.87233,-0.736,0.8
" After spending the next few weeks at The Burrow , Harry and Hermione go with the Weasley to Diagon to get school supplies .",0,1," 32",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0.755,-0.92833,0.54333
" Rubeus is entrusted with providing security to the group .",1.4,1," 33",0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,1.184,-1.165,0.855
" After a fight with Draco and his mother at Mary 's , the entire group go to Weasley ' Wizard Wheezes , Fred and George 's successful joke shop . Harry insists on paying for the merchandise , but Fred and George refuse George 's money as George was the one who gave them the money to start the joke shop , and Ginevra buys a Pygmy Puff as a pet . While still in the store , Harry , Ronald , and Hermione spot Malfoy walking through Diagon without George 's mother and follow George under the Invisibility cloak to Knockturn and see George enter Borgin and Burkes , a shop that sells dark artefacts . The trio wait outside , listening to Draco by Extendable Ears and watching George through a window .",0.2125,4," 34 35 36 37",0.142857142857143,0.285714285714286,0,0.0357142857142857,0.142857142857143,0.178571428571429,0.0714285714285714,0.142857142857143,1.03427,-0.71561,0.61098
" They hear Malfoy talking with the owner Borgin , about repairing an object and keeping another object safe . Malfoy also shows Borgin something which Harry suspects is the Dark Mark -LRB- a mark branded on the left forearm of each Death -RRB- , and threatens Borgin by referring to the werewolf Fenrir .",-0.8,2," 38 39",0.230769230769231,0.153846153846154,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.230769230769231,0.0769230769230769,0.0769230769230769,0.18667,-0.93056,0.39278
" Harry comes to the conclusion that Malfoy has become a Death and is up to no good , a theory which is dismissed by Ronald and Hermione . On the Hogwarts , Harry meets his other friends Neville and Luna and shares a compartment with them , as Ronald and Hermione are in the Prefect .",0.05,2," 40 41",0.1875,0.1875,0.0625,0.0625,0.0625,0.1875,0.125,0.125,0.73471,-1.19765,0.71824
" By now , Harry finds himself attracted to Ginevra , although she appears to have long given up on her crush on him and is currently dating Harry 's classmate Dean . Harry and Neville are invited for lunch to Slughorn 's compartment on the train along with Ginevra and some other students with connections to well known or influential people . Before reaching Hogsmeade station , Harry enters Malfoy 's compartment using his Invisibility cloak to prove his suspicions about Malfoy . His suspicions are proved correct : Malfoy tells his friends Vincent , Gregory , Pansy and Blaise Zabini that he has become a Death and he may not return to Hogwarts for his final year if the mission he was assigned by Tom is successful . Unfortunately for Harry , Malfoy notices Harry spying on him and once his friends have alighted from the train , he paralyses Harry , breaks his nose , covers him with the Invisibility Cloak and leaves him on the train .",0.4,5," 42 43 44 45 46",0.25,0.15,0.1,0.05,0.05,0.25,0.05,0.1,0.68775,-0.97808,0.52433
" Nymphadora , who is assigned by the Ministry of Magic to guard Hogsmeade , comes to Harry 's rescue .",0.25,1," 47",0.1,0.1,0,0.1,0.2,0.1,0.1,0.3,0.96429,-0.82714,0.28714
" She takes him to the school , where he is received by Severus .",0.6,1," 48",0,0,0,0,0,0,0,1,0.8875,-0.795,0.75
" At the Start-of-Term Feast , Albus announces , to Harry 's shock , that Severus is taking over the post of Defence Against the Dark Arts teacher , while Slughorn will be taking Severus 's vacated job as Severus .",-1.1,1," 49",0.25,0.125,0,0.125,0,0.25,0.125,0.125,0.6,-0.885,0.48286
" This allows Harry and Ronald to continue with Potions , as Slughorn takes students who have received ` Exceeds Expectations ' in their Potions O.W.L.",1.5,1," 50",0.25,0.25,0,0,0,0.25,0,0.25,0.86333,-0.82444,0.90778
" Harry and Ronald take up Charms , Defence Against the Dark Arts , Herbology , Potions and Transfiguration as their N.E.W.T. subjects .",-0.6,1," 51",0.333333333333333,0,0,0,0,0.666666666666667,0,0,0.884,-0.64,0.652
" During the first Defence Against the Arts class of the year , Harry receives a detention from Severus as he had talked back to him following Severus trying to use him as a guinea pig to show how a nonverbal spell works .",-0.75,1," 52",0.2,0,0.2,0,0,0.4,0,0.2,0.67353,-1.04765,0.65529
" Later that day , they attend Potions , where Harry and Ronald receive old copies of Advanced Potion Making from Slughorn as they did not buy the book .",0.75,1," 53",0.5,0,0,0,0,0.5,0,0,0.81636,-0.99545,0.78636
" Harry 's book , previously owned by someone named The Half-Blood Prince , contains a large number of shortcuts on making various potions , which prove useful in brewing the Draught of Living Death .",0.95,1," 54",0.25,0.125,0.125,0.125,0,0.25,0.125,0,0.61438,-1.0025,0.41062
" To everyone 's surprise , Harry 's potion is adjudged the best by Slughorn and is awarded a bottle of Felix Felicis as a prize .",2.4,1," 55",0.2,0,0,0.2,0.2,0.2,0.2,0,1.54714,-0.30643,0.67714
" When Harry tells Ronald and Hermione about the book , Ginevra overhears them and angrily confronts Harry about following the directions of this mysterious book in fear that it may be cursed like Tom 's diary .",-2.25,1," 56",0.25,0.0833333333333333,0,0.25,0.0833333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.36929,-0.77643,0.54786
" A jealous Hermione then tries various spells to reveal the true nature of the book , but the book proves to be a normal one , allaying Ginevra and Hermione 's fears .",-0.75,1," 57",0.25,0,0.25,0,0.25,0,0,0.25,0.81714,-1.06929,0.70929
" As promised at The Burrow , Albus begins the private series of lessons with Harry concerning Tom .",0.5,1," 58",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0.71857,-1.21643,0.72571
" In the first lesson , Dumbledore shows Harry the first of a number of memories he has collected concerning Tom 's past using The Pensieve .",0.4,1," 59",0.25,0.25,0,0,0,0.25,0,0.25,0.96364,-0.855,0.85182
" It shows a former Head of the Magical Law Enforcement Patrol , Bob Ogden visiting a man named Marvolo in order to summon his son Morfin to a Ministry hearing in connection with an attack on a Muggle named Tom .",-0.75,1," 60",0.1,0.1,0,0.2,0.2,0,0.1,0.3,0.48313,-0.70281,0.27531
" A huge commotion occurs : Morfin attacks Ogden , with Marvolo stoutly defending his son 's actions .",-0.75,1," 61",1,0,0,0,0,0,0,0,0.32714,-0.17714,-0.02143
" Marvolo also tries to attack his daughter Merope after finding out that she has a crush on Riddle . After viewing this memory , Albus tells Harry that both Marvolo and Morfin were sentenced to six months and three years imprisonment respectively in Azkaban due to their behaviour to Ogden and other Ministry officials .",-0.45,2," 62 63",0.25,0,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333,0.35833,-0.89548,0.08952
" He also reveals that Merope was Tom 's mother and Riddle was his father , thus making Marvolo 's maternal grandfather and Morfin his maternal uncle .",0,1," 64",0,0.25,0,0,0.125,0.125,0.125,0.375,1.41818,-0.98727,0.76727
" He then speculates that following Marvolo and Morfin 's arrest , Merope may have offered a Love to Riddle , as a result of which they fell in love and got married . Later , when Merope was pregnant , she may have stopped giving the potion to Riddle , which may have led to Riddle , who had no love for Merope , leaving her and returning to his village .",0.375,2," 65 66",0,0.166666666666667,0,0,0.333333333333333,0.166666666666667,0.333333333333333,0,0.90583,-0.74667,0.30983
" Harry , the new Gryffindor , holds trials to select the team for the annual Quidditch .",0.8,1," 67",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0.70167,-0.63667,0.27833
" Due to Harry 's popularity , it proves to be extremely taxing and difficult , with even first-years , Ravenclaws and Hufflepuffs turning up for the trials .",-0.2,1," 68",0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0.09625,-0.9925,-0.155
" In the end , Harry selects a team which includes among others , seventh-year Katie , the only member remaining from the Quidditch team Harry joined in his first year , Ginevra , who returned as a chaser , and Ronald , who returned to his position as Keeper , staving off competition from another seventh-year and Slug Club member Cormac McLaggen .",-0.4,1," 69",0.2,0.2,0.2,0,0,0.2,0,0.2,0.6575,-1.1415,0.658
" Later Harry , Ronald and Hermione go visit Rubeus , who is upset at them as they had dropped his subject , Care of Magical Creatures .",1.4,1," 70",0.285714285714286,0.142857142857143,0,0,0.142857142857143,0.285714285714286,0.142857142857143,0,0.886,-0.761,0.378
" After lying to Rubeus that they had dropped Care of Magical Creatures as they could not fit it into their timetables , Rubeus reconciles with them .",1.65,1," 71",0.2,0.2,0.2,0,0.2,0,0.2,0,0.82556,-0.74556,0.47111
" When the trio return to the Great for dinner , Harry finds out that Hermione had used the Confundus Charm on McLaggen so that Ronald would become Keeper , but he does not tell Ronald this . Slughorn then invites Harry and Hermione for dinner with the other Slug Club members in his office , which Harry declines as he has to do his detention with Snape .",0.3,2," 72 73",0.333333333333333,0,0.166666666666667,0,0,0.5,0,0,0.60583,-1.16875,0.64333
" Harry finds a couple of spells scribbled on the Half-Blood Prince 's textbook .",0.6,1," 74",0.5,0,0,0,0,0.5,0,0,0.89833,-0.92167,0.59833
" He tries one of them -LRB- Levicorpus -RRB- in his dormitory , but points his wand at Ronald by mistake , as a result of which Ronald hangs by his ankle from the ceiling .",-1,1," 75",0,0.5,0,0,0,0.5,0,0,0.055,-1.118,0.431
" Later that day , Harry , Ronald and Hermione go to Hogsmeade , where they witness Katie being cursed after touching a strange necklace . Remembering seeing the same necklace in Borgin 's shop , Harry voices his suspicions of Malfoy to Minerva , but she , like Ronald and Hermione , rubbishes his theory , stating that Malfoy did not go to Hogsmeade as he had a detention with her , and that there is no proof that he bought the necklace . In his second lesson with Albus , Harry first sees Caractacus Burke talking about a locket of Salazar 's that a pregnant and desperate Merope had sold him , Riddle having abandoned her when she stopped giving him Love , then goes into a memory of Albus 's to the orphanage that Riddle had grown up in . Harry learns that Merope had later died in childbirth , and that even at an early age , Riddle had developed his powers , which he used to punish people who annoyed him and had a sadistic , cruel and independent nature , just like the adult Tom .",-1.5,4," 76 77 78 79",0.242424242424242,0.0606060606060606,0.0606060606060606,0.151515151515152,0.0303030303030303,0.272727272727273,0.0606060606060606,0.121212121212121,0.62304,-0.73812,0.40514
" Albus also reveals to Harry that Tom likes to collect trophies .",0.5,1," 80",0.5,0,0,0,0,0.5,0,0,1.4375,-0.9925,1.2475
" During a Herbology lesson , Ronald expresses his jealousy of not being invited to Slughorn 's upcoming Christmas party , to the point of teasing Hermione about it .",-0.75,1," 81",0.25,0.125,0.125,0.25,0,0.125,0,0.125,0.734,-0.188,0.852
" When she tells him that she was planning to invite him , however , his attitude changes , and they begin to show signs of attraction to each other .",1.5,1," 82",0,0.285714285714286,0,0,0.142857142857143,0,0.142857142857143,0.428571428571429,0.735,-0.98591,0.71909
" Harry is unsure how he feels about this , remembering his unsuccessful relationship with Cho during his fifth year .",-1,1," 83",0.333333333333333,0,0,0,0,0.666666666666667,0,0,0.46143,-1.16286,0.11429
" With Katie unable to play , Harry recruits Dean onto the Quidditch team , which continues to improve .",0.25,1," 84",0.125,0.125,0,0,0.125,0.25,0,0.375,0.45,-1.15333,0.685
" On their way back from practise however , Harry and Ronald come across Dean and Ginevra kissing behind a tapestry .",0.4,1," 85",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0.948,-1.444,0.622
" Harry feels a huge surge of jealousy toward Dean , while Ronald and Ginevra have a heated argument . Ronald states that he does n't want to see his sister `` snogging '' -LRB- kissing -RRB- people in public , while Ginevra tells him that her love life is none of his business , and that he 's only upset because he 's never kissed anyone , referencing Harry and Cho 's relationship and revealing that Hermione had once kissed Viktor . This piece of information wrecks Ronald 's relationship with Hermione , as well as Ronald 's Quidditch skills , and badly alters Ronald 's personality . Harry meanwhile tries to convince Ronald that Ronald 's feelings for Ginevra are entirely elder brotherly , but eventually realises that Ronald has fallen in love with her.To improve Ronald 's Quidditch and mend Ronald 's friendship with Hermione , Harry pretends to slip Ronald some Felix Felicis on the day of the match between Gryffindor and Slytherin . Feeling lucky , Ronald goes on to save everything the Slytherin chasers throw at Ronald , and Gryffindor hammers Slytherin .",0.64,5," 86 87 88 89 90",0.166666666666667,0.119047619047619,0.0476190476190476,0.0476190476190476,0.19047619047619,0.166666666666667,0.0952380952380952,0.166666666666667,0.89371,-0.69888,0.64526
" However , the plan backfires .",0,1," 91",0,1,0,0,0,0,0,0,-0.43,-0.675,-0.11
" After the match , Ronald accuses Hermione of not having faith in Ronald 's Quidditch abilities , because she thought Ronald really had taken lucky potion , and starts going out with Lavender to spite her .",0.35,1," 92",0.142857142857143,0.285714285714286,0,0,0.285714285714286,0,0.142857142857143,0.142857142857143,0.99192,-0.70731,0.53269
" As Slughorn 's Christmas party approaches , Hermione warns Harry that a number of girls , particularly Romilda Vane , plan to slip him a love potion , to get him to invite them .",0.5,1," 93",0.111111111111111,0.222222222222222,0,0,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,1.13708,-0.11958,0.77583
" Harry gets round this by going to the party with Luna , while Hermione goes with Cormac McLaggen to get back at Ronald -LRB- which she regrets very much later -RRB- .",-0.5,1," 94",0.5,0,0,0,0,0.5,0,0,0.7575,-0.85875,0.43875
" During the party , Malfoy is dragged in , in trouble for lurking in a certain deserted corridor and claiming to be gatecrashing ; Slughorn lets him off the hook . Severus , however , takes Malfoy out of the party and into a deserted classroom . Harry follows them both and overhears Severus offering to help Malfoy with his mission , which Malfoy flatly refuses , accusing Severus of trying to interfere and steal his glory .",-1.6,3," 95 96 97",0.263157894736842,0.0526315789473684,0.105263157894737,0.210526315789474,0.0526315789473684,0.210526315789474,0,0.105263157894737,0.04667,-0.68537,0.39926
" During the Christmas holidays at the Burrow , Harry tells Ronald , his father Arthur and Remus what he overheard , but they believe that Severus was trying to find out Malfoy 's plan so he could tell Albus . Later , Rufus visits the Burrow , and requests that Harry appear to work alongside the Ministry , to boost the morale of the public .",0.375,2," 98 99",0.222222222222222,0.222222222222222,0,0,0.111111111111111,0.222222222222222,0,0.222222222222222,0.95143,-1.01905,0.61524
" Harry turns it down , knowing that the Ministry is arresting and imprisoning innocent people and remembering how they persecuted him last year .",-0.2,1," 100",0.2,0,0,0,0.2,0.2,0,0.4,0.21833,-0.94667,0.17083
" On their return to Hogwarts , Harry notices Ginevra is not enthusiastic about meeting Dean , and tells Hermione about what he heard between Malfoy and Severus , but she also believes Severus was working on Albus 's orders .",0.75,1," 101",0.5,0,0,0,0,0.5,0,0,1.16,-1.23,0.89182
" When Harry mentions Fenrir , a werewolf Remus had told him about during the holidays and the werewolf that bit him , she recalls Malfoy threatening Borgin with him , and Harry states that this proves Malfoy 's a Death Eater .",-1.25,1," 102",0.272727272727273,0.0909090909090909,0.181818181818182,0.181818181818182,0,0.181818181818182,0.0909090909090909,0,-0.31846,-0.62385,0.20077
" Hermione , however , got past this one , saying that it might have been `` an empty threat . ''",-0.5,2," 103",0.5,0,0,0.5,0,0,0,0,0.20375,-1.09375,0.2125
" In his third lesson with Albus , Harry learns that during his time at Hogwarts , Tom had gathered Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley . He first investigated his father , and later assumed the name Tom upon discovering his father was a Muggle and never attended Hogwarts . Albus and Harry then go into Morfin Gaunt 's memory , where he reveals to his nephew , Tom how he was conceived .",0.0666666666666667,3," 104 105 106",0.222222222222222,0.222222222222222,0,0,0,0.222222222222222,0.111111111111111,0.222222222222222,1.08786,-1.00833,0.91286
" After hearing this , Tom went on to murder his Muggle ancestors , taking revenge on them for abandoning him , eliminating the last of the `` unworthy '' Riddle line , stealing Morfin 's father 's ring and implanted false memories into Morfin , framing him for the murders .",-4.6,1," 107",0.133333333333333,0.0666666666666667,0.2,0.266666666666667,0,0.0666666666666667,0.2,0.0666666666666667,-0.3295,-0.5695,-0.1305
" In the next memory , Tom asks Slughorn about Horcruxes , which results in Slughorn yelling that he knows nothing about them . Albus is confident that the memory has been tampered with , however , noting patches of grey fog that came up when Slughorn was shouting , and asks Harry to retrieve the true memory . Realising Harry is on to him after a botched attempt from Harry to get the memory , Slughorn starts avoiding him , and Harry instead chooses to focus on investigating Malfoy , using the Marauder 's Map , noticing that Malfoy disappears off it at certain times .",0.45,3," 108 109 110",0.2,0.1,0,0.1,0.2,0.2,0,0.2,0.87056,-1.01778,0.68708
" Harry is still doing the apparation lessons and has no luck of apparating .",0.75,1," 111",0.2,0.2,0,0,0.2,0.2,0.2,0,0.95,-1.202,1.084
" March has arrived and on Ronald 's seventeenth birthday Ronald consumes a number of Chocolate Cauldrons containing a Love -LRB- courtesy of Romilda and intended for Harry -RRB- . Harry takes Ronald down to Slughorn for an antidote , and the three of them decide to have some of Rosmerta 's Mulled Mead , originally meant for Albus . However , Ronald drinks it and discovers -LRB- too late , of course -RRB- that it is poisoned . Thankfully , Harry manages to save Ronald with a Bezoar .",0.675,4," 112 113 114 115",0.173913043478261,0.173913043478261,0.0434782608695652,0.0434782608695652,0.173913043478261,0.217391304347826,0.0434782608695652,0.130434782608696,0.80717,-0.73239,0.76652
" Ronald reconciles with Hermione and Ginevra .",0,1," 116",NA,NA,NA,NA,NA,NA,NA,NA,1.84,-1,0.63
" Some time afterwards , Rubeus tells Harry that he overheard Albus and Severus arguing , and Cormac McLaggen confronts Harry to ensure he can play in Ronald 's place in the upcoming Quidditch match .",0.6,1," 117",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0.3095,-0.8795,0.6295
" Harry also finds out that Ronald has been avoiding Lavender .",0,1," 118",0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0.898,-1.36,0.66
" Later , at the Quidditch match , with Luna commentating , McLaggen grabs a beater 's bat to show the beater how to hit the bludgers , and accidentally cracks Harry 's skull .",-1.45,1," 119",0.4,0,0,0,0,0.2,0.2,0.2,-0.72278,-0.51722,0.085
" Finally , in the hospital wing , Harry summons Kreacher and Dobby and orders them to tail Malfoy .",0.15,1," 120",0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,-0.122,-0.802,0.23
" In their fourth lesson , Albus is disappointed that Harry failed to obtain Slughorn 's true memory .",-0.6,1," 121",0.222222222222222,0.111111111111111,0.111111111111111,0,0.111111111111111,0.222222222222222,0,0.222222222222222,0.26714,-0.79643,0.81857
" Dumbledore shows him two memories : one of Tom being shown Salazar 's Locket and Helga Hufflepuff 's Cup by a wealthy woman named Hepzibah Smith -LRB- he later stole both artefacts -RRB- , the other of Riddle applying for the Defence Against the Dark Arts teaching post at Hogwarts , which Albus rejects as he felt that it was an attempt by Riddle to further search the school for secrets and recruit followers . This post was thenceforth jinxed by Riddle ; teachers never held the post for more than a year , suffering some terrible fate or humiliation which caused them to leave the position .",-2.325,2," 122 123",0.0952380952380952,0.0952380952380952,0.142857142857143,0.142857142857143,0,0.285714285714286,0.142857142857143,0.0952380952380952,0.35807,-1.025,0.235
" Ronald wants to break up with Lavender but does n't know now .",-0.25,1," 124",0,0,0,0,0,0,1,0,0.811,-0.841,0.536
" Harry learns from Kreacher and Dobby that Malfoy is regularly visiting the Room of Requirement -LRB- which does n't appear on the Marauder 's Map -RRB- , and spends the next few days trying to get inside .",0,1," 125",0.5,0,0,0,0,0.5,0,0,0.89667,-1.22333,0.65417
" Not knowing what Malfoy is using it for , he has no success .",1.35,1," 126",0,0.5,0,0,0.5,0,0,0,1.306,-0.964,0.676
" Ronald and Hermione come back from the Hogsmeade test , in which Hermione is successful but not Ronald , who will take the exam with Harry again .",0.75,1," 127",0.2,0.2,0,0,0.2,0.2,0,0.2,0.40625,-1.055,0.5075
" Harry again fails to convince Slughorn to share his true memory , and Ronald suggests he use the Felix Felicis . Harry takes the Felix Felicis and goes down to Rubeus 's hut because Aragog died and Rubeus wanted Harry to go to the burial . On the way to Rubeus 's hut , Harry luckily meets Professor Slughorn on the way and goes with Harry to Rubeus 's because Rubeus wants to collect Aragog 's venom -LRB- Acromantula venom is very rare and expensive -RRB- . Aragog is buried and the adults get drunk , so Harry has a good opportunity to get the memory . As a result of the Felix Felicis , Harry is able to get the memory with ease .",0.16,5," 128 129 130 131 132",0.205882352941176,0.147058823529412,0.0294117647058824,0.0882352941176471,0.0882352941176471,0.264705882352941,0.0294117647058824,0.147058823529412,0.49256,-0.73616,0.46256
" It turns out that in reality , Slughorn told Riddle everything he wanted to know about Horcruxes , how they were objects that a person can conceal a part of his or her soul in .",-0.6,1," 133",0,0,0,0,0,0.5,0.5,0,0.69731,-1.14308,0.72308
" This explains how Tom was able to survive his rebounding killing curse .",-0.7,1," 134",0.285714285714286,0,0.142857142857143,0.285714285714286,0,0.285714285714286,0,0,0,-0.51786,0.51714
" Albus believed that Tom made six Horcruxes : his diary -LRB- which Harry destroyed four years earlier -RRB- , the Gaunt 's Ring -LRB- which Albus destroyed the previous year , greatly injuring his hand in the process -RRB- , the locket , the cup , an object pertaining to Rowena Ravenclaw 's and the snake Nagini .",-1.8,1," 135",0.2,0,0.1,0.2,0.1,0.2,0,0.2,0.24333,-0.92278,0.43889
" Harry learns the next day that Ginevra and Dean have split up .",-0.5,1," 136",0.5,0,0,0,0,0.5,0,0,0.8925,-0.6275,1.025
" He is unwilling to ask her out though , fearing Ronald 's reaction .",-1.55,1," 137",0,0,0,1,0,0,0,0,-0.402,-0.672,0.182
" Meanwhile , a recovered Katie has returned to the school , and Harry asks who gave her the necklace .",0,1," 138",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,1.30714,-1.09,0.83857
" She states that someone Imperiused her in the girl 's bathroom at Rosmerta 's Pub in Hogsmeade .",0,1," 139",NA,NA,NA,NA,NA,NA,NA,NA,0.8975,-1.065,0.4625
" Shortly before the final Quidditch match of the year , Harry finds Malfoy crying over how his mission is failing . When he sees Harry , he attacks him . During the ensuing duel , Harry uses a spell written in The Half Blood Prince 's book , which badly injures Malfoy . Severus witnesses the event , heals Malfoy , and gives Harry a large number of detentions that cause him to miss the match .",-0.475,4," 140 141 142 143",0.333333333333333,0.166666666666667,0,0.111111111111111,0,0.388888888888889,0,0,0.3025,-0.5625,0.05607
