Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"However , his damaged wand causes the curse to backfire and he is rushed to Rubeus 's cabin when he starts vomiting slugs .","['wand', 'cabin', 'he']","['wand:causes', 'cabin:rushed', 'he:starts']","['curse', 'he', 'slugs']","['curse:causes', 'he:rushed', 'slugs:starts']",-0.7506,"[(('causes', 'VBZ'), 'advmod', ('However', 'RB')), (('causes', 'VBZ'), 'nsubj', ('wand', 'NN')), (('wand', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('wand', 'NN'), 'amod', ('damaged', 'VBN')), (('causes', 'VBZ'), 'dobj', ('curse', 'NN')), (('curse', 'NN'), 'det', ('the', 'DT')), (('curse', 'NN'), 'acl', ('backfire', 'VB')), (('backfire', 'VB'), 'mark', ('to', 'TO')), (('causes', 'VBZ'), 'cc', ('and', 'CC')), (('causes', 'VBZ'), 'conj', ('rushed', 'VBN')), (('rushed', 'VBN'), 'nsubjpass', ('he', 'PRP')), (('rushed', 'VBN'), 'auxpass', ('is', 'VBZ')), (('rushed', 'VBN'), 'nmod', ('cabin', 'NN')), (('cabin', 'NN'), 'case', ('to', 'TO')), (('cabin', 'NN'), 'nmod:poss', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', (""'s"", 'POS')), (('rushed', 'VBN'), 'advcl', ('starts', 'VBZ')), (('starts', 'VBZ'), 'advmod', ('when', 'WRB')), (('starts', 'VBZ'), 'nsubj', ('he', 'PRP')), (('starts', 'VBZ'), 'dobj', ('slugs', 'NNS')), (('slugs', 'NNS'), 'amod', ('vomiting', 'VBG'))]"
Ronald and Rubeus both explain to Harry that Mudblood is a very insulting name for Muggle-Borns like Hermione .,"['Ronald', 'Rubeus', 'Harry', 'Mudblood', 'Muggle-Borns', 'Hermione']","['Ronald:explain', 'Rubeus:explain', 'Harry:explain', 'Mudblood:name', 'Muggle-Borns:name', 'Hermione:Muggle-Borns']",[],[],-0.2484,"[(('explain', 'VBP'), 'nsubj', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'cc', ('and', 'CC')), (('Ronald', 'NNP'), 'conj', ('Rubeus', 'NNP')), (('explain', 'VBP'), 'dep', ('both', 'DT')), (('explain', 'VBP'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('to', 'TO')), (('explain', 'VBP'), 'ccomp', ('name', 'NN')), (('name', 'NN'), 'mark', ('that', 'IN')), (('name', 'NN'), 'nsubj', ('Mudblood', 'NNP')), (('name', 'NN'), 'cop', ('is', 'VBZ')), (('name', 'NN'), 'det', ('a', 'DT')), (('name', 'NN'), 'amod', ('insulting', 'JJ')), (('insulting', 'JJ'), 'advmod', ('very', 'RB')), (('name', 'NN'), 'nmod', ('Muggle-Borns', 'NNP')), (('Muggle-Borns', 'NNP'), 'case', ('for', 'IN')), (('Muggle-Borns', 'NNP'), 'nmod', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', ('like', 'IN'))]"
They also explain that there are some wizards like Draco-Lucius-Narcissa who think they 're better than everyone else because they 're Purebloods .,"['They', 'wizards', 'Draco-Lucius-Narcissa', 'they', 'everyone', 'they']","['They:explain', 'wizards:are', 'Draco-Lucius-Narcissa:wizards', 'they:better', 'everyone:better', 'they:Purebloods']",[],[],0.6597,"[(('explain', 'VBP'), 'nsubj', ('They', 'PRP')), (('explain', 'VBP'), 'advmod', ('also', 'RB')), (('explain', 'VBP'), 'ccomp', ('are', 'VBP')), (('are', 'VBP'), 'mark', ('that', 'IN')), (('are', 'VBP'), 'expl', ('there', 'EX')), (('are', 'VBP'), 'nsubj', ('wizards', 'NNS')), (('wizards', 'NNS'), 'det', ('some', 'DT')), (('wizards', 'NNS'), 'nmod', ('Draco-Lucius-Narcissa', 'NNP')), (('Draco-Lucius-Narcissa', 'NNP'), 'case', ('like', 'IN')), (('wizards', 'NNS'), 'acl:relcl', ('think', 'VBP')), (('think', 'VBP'), 'nsubj', ('who', 'WP')), (('think', 'VBP'), 'ccomp', ('better', 'JJR')), (('better', 'JJR'), 'nsubj', ('they', 'PRP')), (('better', 'JJR'), 'cop', (""'re"", 'VBP')), (('better', 'JJR'), 'nmod', ('everyone', 'NN')), (('everyone', 'NN'), 'case', ('than', 'IN')), (('everyone', 'NN'), 'advmod', ('else', 'RB')), (('better', 'JJR'), 'ccomp', ('Purebloods', 'NNS')), (('Purebloods', 'NNS'), 'mark', ('because', 'IN')), (('Purebloods', 'NNS'), 'nsubj', ('they', 'PRP')), (('Purebloods', 'NNS'), 'cop', (""'re"", 'VBP'))]"
"After they return to the castle , Minerva assigns Harry and Ronald their detentions .","['they', 'castle', 'Minerva', 'Harry', 'Ronald']","['they:return', 'castle:return', 'Minerva:assigns', 'Harry:detentions', 'Ronald:detentions']",[],[],0.0,"[(('assigns', 'VBZ'), 'advcl', ('return', 'VB')), (('return', 'VB'), 'mark', ('After', 'IN')), (('return', 'VB'), 'nsubj', ('they', 'PRP')), (('return', 'VB'), 'nmod', ('castle', 'NN')), (('castle', 'NN'), 'case', ('to', 'TO')), (('castle', 'NN'), 'det', ('the', 'DT')), (('assigns', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('assigns', 'VBZ'), 'xcomp', ('detentions', 'NNS')), (('detentions', 'NNS'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('detentions', 'NNS'), 'nmod:poss', ('their', 'PRP$'))]"
"Harry is made to help Gilderoy answer his fan mail , while Ronald polishes the school 's prizes and trophies .","['Gilderoy', 'Ronald']","['Gilderoy:answer', 'Ronald:polishes']","['Harry', 'mail', 'prizes']","['Harry:made', 'mail:answer', 'prizes:polishes']",0.7906,"[(('made', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('made', 'VBN'), 'auxpass', ('is', 'VBZ')), (('made', 'VBN'), 'xcomp', ('help', 'VB')), (('help', 'VB'), 'mark', ('to', 'TO')), (('help', 'VB'), 'ccomp', ('answer', 'VB')), (('answer', 'VB'), 'nsubj', ('Gilderoy', 'NNP')), (('answer', 'VB'), 'dobj', ('mail', 'NN')), (('mail', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('mail', 'NN'), 'compound', ('fan', 'NN')), (('made', 'VBN'), 'advcl', ('polishes', 'VBZ')), (('polishes', 'VBZ'), 'mark', ('while', 'IN')), (('polishes', 'VBZ'), 'nsubj', ('Ronald', 'NNP')), (('polishes', 'VBZ'), 'dobj', ('prizes', 'NNS')), (('prizes', 'NNS'), 'nmod:poss', ('school', 'NN')), (('school', 'NN'), 'det', ('the', 'DT')), (('school', 'NN'), 'case', (""'s"", 'POS')), (('polishes', 'VBZ'), 'cc', ('and', 'CC')), (('polishes', 'VBZ'), 'conj', ('trophies', 'VBZ'))]"
"During his detention , Harry hears a disembodied sinister voice which Gilderoy is unable to hear .","['detention', 'Harry', 'Gilderoy']","['detention:hears', 'Harry:hears', 'Gilderoy:unable']",['voice'],['voice:hears'],-0.7506,"[(('hears', 'VBZ'), 'nmod', ('detention', 'NN')), (('detention', 'NN'), 'case', ('During', 'IN')), (('detention', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('hears', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('hears', 'VBZ'), 'dobj', ('voice', 'NN')), (('voice', 'NN'), 'det', ('a', 'DT')), (('voice', 'NN'), 'amod', ('disembodied', 'JJ')), (('voice', 'NN'), 'amod', ('sinister', 'JJ')), (('voice', 'NN'), 'acl:relcl', ('unable', 'JJ')), (('unable', 'JJ'), 'nsubj', ('Gilderoy', 'NNP')), (('unable', 'JJ'), 'cop', ('is', 'VBZ')), (('unable', 'JJ'), 'xcomp', ('hear', 'VB')), (('hear', 'VB'), 'dobj', ('which', 'WDT')), (('hear', 'VB'), 'mark', ('to', 'TO'))]"
"In return for distracting Argus just when he 's about to give Harry severe punishment , Harry promises he will come to Nearly Headless Nick 's Deathday on Hallowe'en .","['return', 'he', 'Harry', 'he', 'Deathday', ""Hallowe'en""]","['return:promises', 'he:about', 'Harry:promises', 'he:come', 'Deathday:come', ""Hallowe'en:Deathday""]","['Argus', 'punishment']","['Argus:distracting', 'punishment:give']",-0.6597,"[(('promises', 'VBZ'), 'nmod', ('return', 'NN')), (('return', 'NN'), 'case', ('In', 'IN')), (('return', 'NN'), 'acl', ('distracting', 'VBG')), (('distracting', 'VBG'), 'mark', ('for', 'IN')), (('distracting', 'VBG'), 'dobj', ('Argus', 'NNP')), (('Argus', 'NNP'), 'acl:relcl', ('about', 'IN')), (('about', 'IN'), 'advmod', ('when', 'WRB')), (('when', 'WRB'), 'advmod', ('just', 'RB')), (('about', 'IN'), 'nsubj', ('he', 'PRP')), (('about', 'IN'), 'aux', (""'s"", 'VBZ')), (('about', 'IN'), 'xcomp', ('give', 'VB')), (('give', 'VB'), 'mark', ('to', 'TO')), (('give', 'VB'), 'iobj', ('Harry', 'NNP')), (('give', 'VB'), 'dobj', ('punishment', 'NN')), (('punishment', 'NN'), 'amod', ('severe', 'JJ')), (('promises', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('promises', 'VBZ'), 'ccomp', ('come', 'VB')), (('come', 'VB'), 'nsubj', ('he', 'PRP')), (('come', 'VB'), 'aux', ('will', 'MD')), (('come', 'VB'), 'nmod', ('Deathday', 'NN')), (('Deathday', 'NN'), 'case', ('to', 'TO')), (('Deathday', 'NN'), 'advmod', ('Nearly', 'RB')), (('Deathday', 'NN'), 'nmod:poss', ('Nick', 'NNP')), (('Nick', 'NNP'), 'compound', ('Headless', 'NNP')), (('Nick', 'NNP'), 'case', (""'s"", 'POS')), (('Deathday', 'NN'), 'nmod', (""Hallowe'en"", 'NNP')), ((""Hallowe'en"", 'NNP'), 'case', ('on', 'IN'))]"
He brings Ronald and Hermione along as well .,['He'],['He:brings'],[],[],0.2732,"[(('brings', 'VBZ'), 'nsubj', ('He', 'PRP')), (('brings', 'VBZ'), 'xcomp', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'cc', ('and', 'CC')), (('Ronald', 'NNP'), 'conj', ('Hermione', 'NNP')), (('Ronald', 'NNP'), 'advmod', ('well', 'RB')), (('well', 'RB'), 'case', ('along', 'IN')), (('well', 'RB'), 'advmod', ('as', 'RB'))]"
"While there , they meet Moaning Myrtle .",['they'],['they:meet'],['Myrtle'],['Myrtle:meet'],-0.1027,"[(('meet', 'VBP'), 'advcl', ('there', 'RB')), (('there', 'RB'), 'mark', ('While', 'IN')), (('meet', 'VBP'), 'nsubj', ('they', 'PRP')), (('meet', 'VBP'), 'dobj', ('Myrtle', 'NNP')), (('Myrtle', 'NNP'), 'compound', ('Moaning', 'NNP'))]"
The three of them quickly get sickened by the ghostly party and return to the Great .,"['them', 'party', 'Great']","['them:three', 'party:sickened', 'Great:return']",[],[],0.5106,"[(('get', 'VBP'), 'nsubj', ('three', 'CD')), (('three', 'CD'), 'det', ('The', 'DT')), (('three', 'CD'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('of', 'IN')), (('get', 'VBP'), 'advmod', ('quickly', 'RB')), (('get', 'VBP'), 'ccomp', ('sickened', 'VBN')), (('sickened', 'VBN'), 'nmod', ('party', 'NN')), (('party', 'NN'), 'case', ('by', 'IN')), (('party', 'NN'), 'det', ('the', 'DT')), (('party', 'NN'), 'amod', ('ghostly', 'JJ')), (('sickened', 'VBN'), 'cc', ('and', 'CC')), (('sickened', 'VBN'), 'conj', ('return', 'JJ')), (('return', 'JJ'), 'nmod', ('Great', 'NNP')), (('Great', 'NNP'), 'case', ('to', 'TO')), (('Great', 'NNP'), 'det', ('the', 'DT'))]"
"Before they get to the Hallowe'en feast , Harry hears the voice -LRB- which Ronald and Hermione also can not hear -RRB- and follows it to the second floor , where he finds the bathroom flooded and Mrs , Argus 's cat , hanging from a torch bracket , petrified and coupled with a message on the wall , reading `` THE CHAMBER OF SECRETS HAS BEEN OPENED .","['they', 'feast', 'Harry', 'Ronald', 'Hermione', 'floor', 'he', 'bracket', 'message', 'wall', 'OPENED']","['they:get', 'feast:get', 'Harry:hears', 'Ronald:hear', 'Hermione:hear', 'floor:follows', 'he:finds', 'bracket:hanging', 'message:coupled', 'wall:message', 'OPENED:CHAMBER']","['voice', 'it', 'bathroom', 'CHAMBER']","['voice:hears', 'it:follows', 'bathroom:finds', 'CHAMBER:reading']",-0.5423,"[(('hears', 'VBZ'), 'advcl', ('get', 'VBP')), (('get', 'VBP'), 'mark', ('Before', 'IN')), (('get', 'VBP'), 'nsubj', ('they', 'PRP')), (('get', 'VBP'), 'nmod', ('feast', 'NN')), (('feast', 'NN'), 'case', ('to', 'TO')), (('feast', 'NN'), 'det', ('the', 'DT')), (('feast', 'NN'), 'compound', (""Hallowe'en"", 'NNP')), (('hears', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('hears', 'VBZ'), 'dobj', ('voice', 'NN')), (('voice', 'NN'), 'det', ('the', 'DT')), (('voice', 'NN'), 'dep', ('hear', 'VB')), (('hear', 'VB'), 'dobj', ('which', 'WDT')), (('hear', 'VB'), 'nsubj', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'cc', ('and', 'CC')), (('Ronald', 'NNP'), 'conj', ('Hermione', 'NNP')), (('hear', 'VB'), 'advmod', ('also', 'RB')), (('hear', 'VB'), 'aux', ('can', 'MD')), (('hear', 'VB'), 'neg', ('not', 'RB')), (('hears', 'VBZ'), 'cc', ('and', 'CC')), (('hears', 'VBZ'), 'conj', ('follows', 'VBZ')), (('follows', 'VBZ'), 'dobj', ('it', 'PRP')), (('follows', 'VBZ'), 'nmod', ('floor', 'NN')), (('floor', 'NN'), 'case', ('to', 'TO')), (('floor', 'NN'), 'det', ('the', 'DT')), (('floor', 'NN'), 'amod', ('second', 'JJ')), (('floor', 'NN'), 'acl:relcl', ('finds', 'VBZ')), (('finds', 'VBZ'), 'advmod', ('where', 'WRB')), (('finds', 'VBZ'), 'nsubj', ('he', 'PRP')), (('finds', 'VBZ'), 'dobj', ('bathroom', 'NN')), (('bathroom', 'NN'), 'det', ('the', 'DT')), (('bathroom', 'NN'), 'acl', ('flooded', 'VBN')), (('flooded', 'VBN'), 'cc', ('and', 'CC')), (('flooded', 'VBN'), 'conj', ('Mrs', 'VBN')), (('bathroom', 'NN'), 'appos', ('cat', 'NN')), (('cat', 'NN'), 'nmod:poss', ('Argus', 'NNP')), (('Argus', 'NNP'), 'case', (""'s"", 'POS')), (('bathroom', 'NN'), 'dep', ('hanging', 'VBG')), (('hanging', 'VBG'), 'nmod', ('bracket', 'NN')), (('bracket', 'NN'), 'case', ('from', 'IN')), (('bracket', 'NN'), 'det', ('a', 'DT')), (('bracket', 'NN'), 'compound', ('torch', 'NN')), (('bracket', 'NN'), 'amod', ('petrified', 'JJ')), (('petrified', 'JJ'), 'cc', ('and', 'CC')), (('petrified', 'JJ'), 'conj', ('coupled', 'VBN')), (('coupled', 'VBN'), 'nmod', ('message', 'NN')), (('message', 'NN'), 'case', ('with', 'IN')), (('message', 'NN'), 'det', ('a', 'DT')), (('message', 'NN'), 'nmod', ('wall', 'NN')), (('wall', 'NN'), 'case', ('on', 'IN')), (('wall', 'NN'), 'det', ('the', 'DT')), (('hanging', 'VBG'), 'dep', ('reading', 'VBG')), (('reading', 'VBG'), 'dobj', ('CHAMBER', 'NN')), (('CHAMBER', 'NN'), 'det', ('THE', 'DT')), (('CHAMBER', 'NN'), 'nmod', ('OPENED', 'NNP')), (('OPENED', 'NNP'), 'case', ('OF', 'IN')), (('OPENED', 'NNP'), 'compound', ('SECRETS', 'NNP')), (('OPENED', 'NNP'), 'compound', ('HAS', 'NNP')), (('OPENED', 'NNP'), 'compound', ('BEEN', 'NNP'))]"
"ENEMIES OF THE HEIR , BEWARE '' .",['HEIR'],['HEIR:ENEMIES'],[],[],-0.6037,"[(('ENEMIES', 'NNS'), 'nmod', ('HEIR', 'NN')), (('HEIR', 'NN'), 'case', ('OF', 'IN')), (('HEIR', 'NN'), 'det', ('THE', 'DT')), (('HEIR', 'NN'), 'dep', ('BEWARE', 'FW'))]"
"Then , students leaving the Hallowe'en Feast surround them .",['students'],['students:surround'],"['Feast', 'them']","['Feast:leaving', 'them:surround']",0.0,"[(('surround', 'VBP'), 'advmod', ('Then', 'RB')), (('surround', 'VBP'), 'nsubj', ('students', 'NNS')), (('students', 'NNS'), 'acl', ('leaving', 'VBG')), (('leaving', 'VBG'), 'dobj', ('Feast', 'NNP')), (('Feast', 'NNP'), 'det', ('the', 'DT')), (('Feast', 'NNP'), 'compound', (""Hallowe'en"", 'NNP')), (('surround', 'VBP'), 'dobj', ('them', 'PRP'))]"
"And Malfoy yells : `` Enemies of the Heir , beware !",['Malfoy'],['Malfoy:yells'],['Enemies'],['Enemies:yells'],-0.5411,"[(('yells', 'VBZ'), 'cc', ('And', 'CC')), (('yells', 'VBZ'), 'nsubj', ('Malfoy', 'NNP')), (('yells', 'VBZ'), 'dobj', ('Enemies', 'NNP')), (('Enemies', 'NNP'), 'nmod', ('beware', 'NNPS')), (('beware', 'NNPS'), 'case', ('of', 'IN')), (('beware', 'NNPS'), 'det', ('the', 'DT')), (('beware', 'NNPS'), 'compound', ('Heir', 'NNP'))]"
"You 'll be next , Mudbloods ! ''",['You'],['You:next'],[],[],0.0,"[(('next', 'JJ'), 'nsubj', ('You', 'PRP')), (('next', 'JJ'), 'aux', (""'ll"", 'MD')), (('next', 'JJ'), 'cop', ('be', 'VB')), (('next', 'JJ'), 'appos', ('Mudbloods', 'NNP'))]"
"Filch and Snape try to get Harry in trouble for what happened , but Albus says that it is powerful dark magic that no second year student could perform .","['Filch', 'Snape', 'trouble', 'Albus', 'it', 'student']","['Filch:try', 'Snape:try', 'trouble:Harry', 'Albus:says', 'it:magic', 'student:perform']",['Harry'],['Harry:get'],0.0129,"[(('try', 'VBP'), 'nsubj', ('Filch', 'NNP')), (('Filch', 'NNP'), 'cc', ('and', 'CC')), (('Filch', 'NNP'), 'conj', ('Snape', 'NNP')), (('try', 'VBP'), 'xcomp', ('get', 'VB')), (('get', 'VB'), 'mark', ('to', 'TO')), (('get', 'VB'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'nmod', ('trouble', 'NN')), (('trouble', 'NN'), 'case', ('in', 'IN')), (('get', 'VB'), 'advcl', ('happened', 'VBD')), (('happened', 'VBD'), 'mark', ('for', 'IN')), (('happened', 'VBD'), 'nsubj', ('what', 'WP')), (('try', 'VBP'), 'cc', ('but', 'CC')), (('try', 'VBP'), 'conj', ('says', 'VBZ')), (('says', 'VBZ'), 'nsubj', ('Albus', 'NNP')), (('says', 'VBZ'), 'ccomp', ('magic', 'NN')), (('magic', 'NN'), 'mark', ('that', 'IN')), (('magic', 'NN'), 'nsubj', ('it', 'PRP')), (('magic', 'NN'), 'cop', ('is', 'VBZ')), (('magic', 'NN'), 'amod', ('powerful', 'JJ')), (('magic', 'NN'), 'amod', ('dark', 'JJ')), (('magic', 'NN'), 'ccomp', ('perform', 'VB')), (('perform', 'VB'), 'mark', ('that', 'IN')), (('perform', 'VB'), 'nsubj', ('student', 'NN')), (('student', 'NN'), 'neg', ('no', 'DT')), (('student', 'NN'), 'amod', ('second', 'JJ')), (('student', 'NN'), 'compound', ('year', 'NN')), (('perform', 'VB'), 'aux', ('could', 'MD'))]"
"They decide that Professor Sprout 's mandrakes will be used , once they are mature enough , to create a draught capable of reviving Mrs .","['They', 'they', 'draught']","['They:decide', 'they:mature', 'draught:capable']","['mandrakes', 'Mrs']","['mandrakes:used', 'Mrs:reviving']",0.7579,"[(('decide', 'VBP'), 'nsubj', ('They', 'PRP')), (('decide', 'VBP'), 'ccomp', ('used', 'VBN')), (('used', 'VBN'), 'mark', ('that', 'IN')), (('used', 'VBN'), 'nsubjpass', ('mandrakes', 'NNS')), (('mandrakes', 'NNS'), 'nmod:poss', ('Sprout', 'NNP')), (('Sprout', 'NNP'), 'compound', ('Professor', 'NNP')), (('Sprout', 'NNP'), 'case', (""'s"", 'POS')), (('used', 'VBN'), 'aux', ('will', 'MD')), (('used', 'VBN'), 'auxpass', ('be', 'VB')), (('used', 'VBN'), 'advcl', ('mature', 'JJ')), (('mature', 'JJ'), 'mark', ('once', 'IN')), (('mature', 'JJ'), 'nsubj', ('they', 'PRP')), (('mature', 'JJ'), 'cop', ('are', 'VBP')), (('mature', 'JJ'), 'advmod', ('enough', 'RB')), (('used', 'VBN'), 'xcomp', ('create', 'VB')), (('create', 'VB'), 'mark', ('to', 'TO')), (('create', 'VB'), 'xcomp', ('capable', 'JJ')), (('capable', 'JJ'), 'nsubj', ('draught', 'NN')), (('draught', 'NN'), 'det', ('a', 'DT')), (('capable', 'JJ'), 'advcl', ('reviving', 'VBG')), (('reviving', 'VBG'), 'mark', ('of', 'IN')), (('reviving', 'VBG'), 'dobj', ('Mrs', 'NNP'))]"
"Hermione wants to research the Chamber , so she persuades Professor Binns -LRB- the History of Magic teacher -RRB- into telling the class about it .","['Hermione', 'she', 'teacher', 'it']","['Hermione:wants', 'she:persuades', 'teacher:History', 'it:telling']","['Chamber', 'Binns', 'class']","['Chamber:research', 'Binns:persuades', 'class:telling']",0.0,"[(('wants', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('wants', 'VBZ'), 'xcomp', ('research', 'VB')), (('research', 'VB'), 'mark', ('to', 'TO')), (('research', 'VB'), 'dobj', ('Chamber', 'NNP')), (('Chamber', 'NNP'), 'det', ('the', 'DT')), (('wants', 'VBZ'), 'dep', ('so', 'IN')), (('wants', 'VBZ'), 'parataxis', ('persuades', 'VBZ')), (('persuades', 'VBZ'), 'nsubj', ('she', 'PRP')), (('persuades', 'VBZ'), 'dobj', ('Binns', 'NNP')), (('Binns', 'NNP'), 'compound', ('Professor', 'NNP')), (('persuades', 'VBZ'), 'dep', ('History', 'NN')), (('History', 'NN'), 'det', ('the', 'DT')), (('History', 'NN'), 'nmod', ('teacher', 'NN')), (('teacher', 'NN'), 'case', ('of', 'IN')), (('teacher', 'NN'), 'amod', ('Magic', 'JJ')), (('persuades', 'VBZ'), 'advcl', ('telling', 'VBG')), (('telling', 'VBG'), 'mark', ('into', 'IN')), (('telling', 'VBG'), 'dobj', ('class', 'NN')), (('class', 'NN'), 'det', ('the', 'DT')), (('telling', 'VBG'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('about', 'IN'))]"
"He explains that one of the founders of Hogwarts , Salazar , got into an argument with the others about whether Muggle-borns should be admitted .","['He', 'founders', 'Salazar', 'argument', 'others']","['He:explains', 'founders:one', 'Salazar:founders', 'argument:got', 'others:argument']",['Muggle-borns'],['Muggle-borns:admitted'],-0.2732,"[(('explains', 'VBZ'), 'nsubj', ('He', 'PRP')), (('explains', 'VBZ'), 'ccomp', ('got', 'VBD')), (('got', 'VBD'), 'mark', ('that', 'IN')), (('got', 'VBD'), 'nsubj', ('one', 'CD')), (('one', 'CD'), 'nmod', ('founders', 'NNS')), (('founders', 'NNS'), 'case', ('of', 'IN')), (('founders', 'NNS'), 'det', ('the', 'DT')), (('founders', 'NNS'), 'nmod', ('Salazar', 'NNP')), (('Salazar', 'NNP'), 'case', ('of', 'IN')), (('Salazar', 'NNP'), 'compound', ('Hogwarts', 'NNP')), (('got', 'VBD'), 'nmod', ('argument', 'NN')), (('argument', 'NN'), 'case', ('into', 'IN')), (('argument', 'NN'), 'det', ('an', 'DT')), (('argument', 'NN'), 'nmod', ('others', 'NNS')), (('others', 'NNS'), 'case', ('with', 'IN')), (('others', 'NNS'), 'det', ('the', 'DT')), (('others', 'NNS'), 'advmod', ('about', 'RB')), (('got', 'VBD'), 'ccomp', ('admitted', 'VBN')), (('admitted', 'VBN'), 'mark', ('whether', 'IN')), (('admitted', 'VBN'), 'nsubjpass', ('Muggle-borns', 'NNP')), (('admitted', 'VBN'), 'aux', ('should', 'MD')), (('admitted', 'VBN'), 'auxpass', ('be', 'VB'))]"
"When the rift grew too large , he left the school .","['rift', 'he']","['rift:grew', 'he:left']",['school'],['school:left'],0.0,"[(('left', 'VBD'), 'advcl', ('grew', 'VBD')), (('grew', 'VBD'), 'advmod', ('When', 'WRB')), (('grew', 'VBD'), 'nsubj', ('rift', 'NN')), (('rift', 'NN'), 'det', ('the', 'DT')), (('grew', 'VBD'), 'xcomp', ('large', 'JJ')), (('large', 'JJ'), 'advmod', ('too', 'RB')), (('left', 'VBD'), 'nsubj', ('he', 'PRP')), (('left', 'VBD'), 'dobj', ('school', 'NN')), (('school', 'NN'), 'det', ('the', 'DT'))]"
"According to legend , he built a going-away present to the school in the form of a secret chamber that could only be opened by his true heir .","['legend', 'he', 'school', 'form', 'chamber', 'heir']","['legend:built', 'he:built', 'school:built', 'form:built', 'chamber:form', 'heir:opened']",['present'],['present:built'],0.4215,"[(('built', 'VBD'), 'nmod', ('legend', 'NN')), (('legend', 'NN'), 'case', ('According', 'VBG')), (('According', 'VBG'), 'mwe', ('to', 'TO')), (('built', 'VBD'), 'nsubj', ('he', 'PRP')), (('built', 'VBD'), 'dobj', ('present', 'NN')), (('present', 'NN'), 'det', ('a', 'DT')), (('present', 'NN'), 'amod', ('going-away', 'JJ')), (('built', 'VBD'), 'nmod', ('school', 'NN')), (('school', 'NN'), 'case', ('to', 'TO')), (('school', 'NN'), 'det', ('the', 'DT')), (('built', 'VBD'), 'nmod', ('form', 'NN')), (('form', 'NN'), 'case', ('in', 'IN')), (('form', 'NN'), 'det', ('the', 'DT')), (('form', 'NN'), 'nmod', ('chamber', 'NN')), (('chamber', 'NN'), 'case', ('of', 'IN')), (('chamber', 'NN'), 'det', ('a', 'DT')), (('chamber', 'NN'), 'amod', ('secret', 'JJ')), (('chamber', 'NN'), 'acl:relcl', ('opened', 'VBN')), (('opened', 'VBN'), 'nsubjpass', ('that', 'WDT')), (('opened', 'VBN'), 'aux', ('could', 'MD')), (('opened', 'VBN'), 'advmod', ('only', 'RB')), (('opened', 'VBN'), 'auxpass', ('be', 'VB')), (('opened', 'VBN'), 'nmod', ('heir', 'NN')), (('heir', 'NN'), 'case', ('by', 'IN')), (('heir', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('heir', 'NN'), 'amod', ('true', 'JJ'))]"
