"paragraph","nrc_sentiment","no_of_interactions","sentence_id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","Valence","Arousal","Dominance"
" A few hours later , Ronald and Hermione return .",0,1," 84",NA,NA,NA,NA,NA,NA,NA,NA,0.5,-1.665,0.98
" They reach the portrait of the The and see it slashed and that the The is gone .",-0.5,1," 85",NA,NA,NA,NA,NA,NA,NA,NA,0.90833,-0.935,0.75333
" Peeves reveals that he saw her fleeing through another portrait after Sirius attacked her for not letting him into Gryffindor . Albus , Argus , and Percy seek her out .",-0.9,2," 86 87",0,1,0,0,0,0,0,0,0.17429,-0.73571,0.73
" Every student is moved in the Great to sleep while teachers search the castle .",0.5,1," 88",NA,NA,NA,NA,NA,NA,NA,NA,1.45125,-1.10875,0.8325
" They fail to find any sign of Black , and Snape suggests that someone inside the castle helped Black gain entry .",0.55,1," 89",0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0.462,-0.913,0.959
" Albus refutes this argument .",-1.2,1," 90",1,0,0,0,0,0,0,0,-1.505,-0.115,0.305
" Nobody talks about anything but Sirius for the next few days .",0,1," 91",NA,NA,NA,NA,NA,NA,NA,NA,1.5,-1.5,1.015
" The The refuses to return to work until Black is caught .",-0.8,1," 92",0,0,0,0,0,1,0,0,0.27333,-1.175,0.46333
" Because of this , Albus is forced to replace her with Walden the Mad Knight .",-0.65,1," 93",0.2,0,0.2,0.4,0,0.2,0,0,-0.22875,-0.6825,0.215
" Nobody is happy about this both because he changes the password twice a day and because he 's for the most part annoying but there 's nothing they can do because none of the other pictures wanted the job because of what happened to the The .",0,1," 94",0.25,0.25,0,0,0.25,0,0,0.25,0.93533,-1.146,0.758
" Meanwhile , because of the attack , an annoyed Harry gets place under surveillance : Teachers find excuses to go down the halls with him , Percy , acting on his mother 's orders , follows him everywhere like a guard dog .",-1.9,1," 95",0.181818181818182,0.0909090909090909,0,0.272727272727273,0.0909090909090909,0.181818181818182,0,0.181818181818182,0.46375,-0.735,0.33125
" Minerva decides to reveal the truth to Harry but Harry reveals he already knows Black 's after him . Minerva explains that 's why she does n't want him practising Quidditch in the evenings but Harry states he 's got to train .",0.375,2," 96 97",0.333333333333333,0,0,0,0,0.5,0,0.166666666666667,1.124,-1.266,0.91267
" Minerva agrees and decides to ask Mary to be present .",0.75,1," 98",0,0.25,0,0,0.25,0,0.25,0.25,1.486,-1.31,1.332
" Gryffindor 's first Quidditch match is coming up , but due to Malfoy 's injury , Slytherin can not play .",-0.75,1," 99",0.25,0.25,0,0.25,0,0.25,0,0,0.66,-1.03187,0.36063
" Gryffindor plays Hufflepuff instead .",0,1," 100",NA,NA,NA,NA,NA,NA,NA,NA,2.55,-1.19,1.29
" On the day before the match , Remus becomes ill and Severus teaches his classes for him .",-0.5,1," 101",0.25,0,0.25,0.25,0,0.25,0,0,1.285,-1.405,0.743
" Oddly , he ignores Remus 's syllabus and instead gives a lesson on werewolves and assigns the class to write an essay on werewolves .",-0.8,1," 102",0,0.5,0,0,0,0,0,0.5,0.102,-0.893,0.277
" During the match , it is raining badly and Harry sees a large black dog resembling the Grim in the topmost empty row of seats in the Quidditch stadium . Dementors enter the match causing Harry to faint and fall from his broomstick .",-1.525,2," 103 104",0.307692307692308,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0.461538461538462,0,0,0.34763,-1.19974,0.21921
" Harry realises that the screaming he had been hearing during his Dementor-induced fainting spells is his mother in her last moments . Albus saves Harry , but his Nimbus  broomstick flies into the Whomping and is destroyed .",-0.475,2," 105 106",0.222222222222222,0.0555555555555556,0.0555555555555556,0.222222222222222,0.0555555555555556,0.277777777777778,0.0555555555555556,0.0555555555555556,0.82643,-0.82643,0.70571
" Hufflepuff win the match shortly afterwards .",0.5,1," 107",0,1,0,0,0,0,0,0,1.4625,-0.6825,1.8925
" After the match , Harry wakes up in the Hospital Wing and learns what happened , including that Oliver has declined Hufflepuff captain Cedric 's offer for a rematch .",0.1,1," 108",0.2,0,0,0.2,0,0.4,0,0.2,0.60958,-1.10042,0.57292
" Alarmed by the adverse effects Dementor have on him , Mary insists that Harry stay in the hospital wing for the rest of the weekend .",-1.25,1," 109",0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.333333333333333,0,0.111111111111111,0.416,-0.648,0.691
" The following week , Remus is back teaching class and states that the class does n't have to write the essay Severus assigned for them , though Hermione has finished hers .",0,1," 110",NA,NA,NA,NA,NA,NA,NA,NA,0.66133,-1.34867,0.568
" After class , Harry goes to Remus wondering why Dementor affect him so much .",0,1," 111",0.5,0,0,0,0,0.5,0,0,1.095,-0.68,0.85
" Remus explains that Dementors are fear itself and they pull forth the horrors from a person 's past , which is why just before he faints , Harry hears his mother screaming before she dies and why Dementor affect him worse than anyone else . Harry asks Remus if he can give him private lessons on the spell to drive off Dementors in case another one arrives at a Quidditch match .",-1.9,2," 112 113",0.210526315789474,0.0526315789473684,0.0526315789473684,0.263157894736842,0.0526315789473684,0.315789473684211,0,0.0526315789473684,0.4136,-0.7556,0.4592
" Remus says he will , but after the Christmas holidays , citing his frequent illness .",-0.75,1," 114",0,0,0,0.5,0,0.5,0,0,0.60714,-0.52571,0.87
" Hufflepuff is defeated by Ravenclaw in their next Quidditch match , which gives the Gryffindor team a chance in the running for the Quidditch . Harry , who uses an old school broom in training sessions , is busy looking to obtain a new broomstick for himself so Gryffindor can stand a chance in their remaining matches .",0.15,2," 115 116",0.142857142857143,0,0,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.60167,-1.11292,0.48229
" During the last weekend before the holidays , while the eligible students visit Hogsmeade , Harry is yet again not able to go .",1.2,1," 117",0.5,0,0,0,0,0.5,0,0,1.62,-0.7,1.07333
" To bring some Christmas cheer to Harry , Fred and George reveal they know secret passages in and out of Hogwarts .",0.75,1," 118",0.142857142857143,0.142857142857143,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,1.43429,-0.65857,0.94286
" They give Harry the Marauder 's Map as a Christmas present and instruct him on how to use it .",0.65,1," 119",0.142857142857143,0.142857142857143,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,1.625,-0.38667,0.92167
" It shows Hogwarts ' secret passages , corridors , classrooms , offices , common rooms , etc. , as well as every person 's location within the castle and the grounds .",0.8,1," 120",0,0,0,0,0,0,0,1,0.62,-1.28182,0.66182
" Harry uses the Marauder 's Map to sneak into Hogsmeade . He then meets Ronald and Hermione in Honeydukes , where they were discussing what kind of sweets to get Harry .",0.25,2," 121 122",0.272727272727273,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0.181818181818182,0.0909090909090909,0.0909090909090909,1.12444,-1.16778,0.93
" They visit Broomstick , a pub run by Mary .",0.4,1," 123",NA,NA,NA,NA,NA,NA,NA,NA,0.87,-0.76,0.47625
" When Cornelius , Minerva , Filius , and Rubeus arrive , Harry hides underneath their table to avoid being seen .",-0.5,1," 124",0.25,0.25,0,0.25,0,0.25,0,0,0.55833,-1.205,0.64
" The trio overhears a conversation between the group and Mary , in which they discuss how Sirius is a close childhood friend of Harry 's father , James , and that he is Harry 's godfather . The group goes on to talk about Harry-James-Campaign-Ginevra learned how Tom had marked them for death by Albus , who had been tipped off by a spy . Albus had advised them to go into hiding using the Fidelius Charm , a concealment charm so powerful it can only be broken if the Secret Keeper , the person the spell is bound to , reveals it to the person the witch or wizard does n't want to be found by . James insisted on using Sirius despite Albus offering to be his family 's Secret Keeper due to fearing that a friend of Harry-James-Campaign-Ginevra 's had turned traitor and joined Tom as a spy because he trusted Black beyond all his other friends . One week later , Black sold out Harry-James-Campaign-Ginevra to Tom , who met his downfall in Harry . Ths forced Black to run for it . Peter , another of James 's friends , confronted Black for the betrayal and James and twelve Muggles were killed by Black with a single curse . Black was taken to Azkaban afterwards . It 's also revealed that Black is n't affected by the Dementors at all . After they leave , Ronald and Hermione stare at a devastated Harry . Harry is depressed both about the truth about Sirius and that no one bothered to tell him before .",-0.418181818181818,11," 125 126 127 128 129 130 131 132 133 134 135",0.2,0.0533333333333333,0.08,0.16,0.0666666666666667,0.266666666666667,0.04,0.133333333333333,0.46345,-0.96806,0.42291
" Harry is also continuing to have nightmares about Dementors and his mother screaming . During the start of the holidays , Ronald and Hermione try to console Harry but Harry chooses to go to Rubeus 's house to ask him about Sirius despite Ronald and Hermione 's protests . When the trio arrives at his house , they find him distraught about Buckbeak 's upcoming hearing before the Committee for the Disposal of Dangerous Creatures , and Harry decides it is better not to bring Sirius up .",-0.6,3," 136 137 138",0.210526315789474,0.105263157894737,0.0526315789473684,0.157894736842105,0.0526315789473684,0.315789473684211,0,0.105263157894737,0.60018,-0.69054,0.43482
" Rubeus reveals that he had a horrible experience with Dementor during his brief time in Azkaban .",-0.75,1," 139",0.25,0.25,0.25,0.25,0,0,0,0,0.44917,-0.99333,0.825
" He ca n't set Buckbeak free without the risk of being sent back there .",-0.25,1," 140",0,0.5,0,0.5,0,0,0,0,0.87643,-1.08143,0.48429
" The trio then decides to help Rubeus prepare his defence for Buckbeak 's case .",0.1,1," 141",0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0,0.794,-1.307,1.133
" For Christmas , among his other presents , Harry receives the best model broomstick ever released : the Firebolt .",0.9,1," 142",0.5,0,0,0,0,0.5,0,0,1.54143,-0.67571,1.28286
" Hermione is not happy when she learns that it came without a note , and is driven out of Harry and Ronald 's dormitory after Crookshanks attacks Peter again . During Christmas dinner , Hermione reports the mystery gift to Minerva , who sends it away to have it tested for tampering . Both Hermione and Minerva suspect Black might have sent the broomstick and that it could be jinxed .",-0.0166666666666667,3," 143 144 145",0.0833333333333333,0.25,0,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0.5668,-0.724,0.3604
" Harry ceases speaking with Hermione , even though he knew she had good intentions with reporting the Firebolt .",1,1," 146",0.166666666666667,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.76375,-1.3275,0.63
" Ronald is also no longer on speaking terms with Hermione because Crookshanks has been attacking Peter non-stop .",-0.5,1," 147",0.2,0,0.2,0.2,0,0.2,0.2,0,0.28333,-0.79667,0.25
" Meanwhile , Harry starts his lessons with Lupin . Remus tells Harry that Dementor is called the Patronus Charm , instructs him in how to cast one , and lets him practise on a Boggart .",0.375,2," 148 149",0.4,0.2,0,0,0,0.4,0,0,1.006,-1.312,0.767
" Harry fails to produce a Patronus at first . This , however , is to be expected ; the Patronus Charm is well beyond O.W.L. standard .",0.525,2," 150 151",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0.86889,-0.9,0.62778
" During his first lesson , Harry learns that Remus was a friend of his father James back during their days at Hogwarts , and also knew Sirius as well .",2,1," 152",0.142857142857143,0.142857142857143,0,0,0.142857142857143,0.142857142857143,0,0.428571428571429,1.39333,-1.18333,0.97333
" In January , Slytherin beats Ravenclaw in their Quidditch match .",0,1," 153",NA,NA,NA,NA,NA,NA,NA,NA,0.1675,-0.7275,0.7575
" Gryffindor 's chances of getting the Quidditch are good , as long as they do n't lose in their own match against Ravenclaw .",0.75,1," 154",0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.805,-1.13929,0.60071
" By February , Harry becomes quite good at producing a Patronus after a few lessons , but does n't master it entirely .",1.35,1," 155",0.166666666666667,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,1.24667,-1.30167,1.07833
" At the end of a lesson , Remus explains the concept of a Dementor 's Kiss and reveals that it will be Black 's punishment , as an article in the Daily Prophet confirmed that the Ministry gave the Dementors permission to use the Kiss on Black when they find him .",2.45,1," 156",0.0666666666666667,0.266666666666667,0.0666666666666667,0.0666666666666667,0.133333333333333,0.0666666666666667,0.0666666666666667,0.266666666666667,0.66238,-1.0081,0.67619
" While thinking about the horror of the punishment , Harry runs into Minerva on his way back to Gryffindor .",-1.5,1," 157",0.3,0,0.2,0.2,0,0.2,0.1,0,-0.00667,-0.69667,-0.03083
" Minerva gives Harry back the Firebolt , which has been proven not to be jinxed , and suggests that he practise with it before the match .",0.5,1," 158",0.25,0.25,0,0,0,0.25,0,0.25,0.75611,-1.38722,0.485
" Harry meets up with Ronald and they decide to go make up with Hermione .",0,1," 159",0.5,0,0,0,0,0.5,0,0,1.195,-1.165,0.93
" Outside Gryffindor , they bump into Neville who 's in trouble because he lost a list . After the pair let him in , Neville tells Harry and Ronald that he made a list of the passwords for Gryffindor because Walden is still changing them twice a day but somehow they got lost .",-1,2," 160 161",0.25,0,0,0,0,0.75,0,0,0.2875,-1.19312,0.45125
" Harry attempts to patch things up with Hermione but Peter disappears after they arrive at Gryffindor , ruining any chance for Ronald and Hermione 's reconciliation .",-0.6,1," 162",0.142857142857143,0.285714285714286,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.08563,-0.7925,0.61188
" As March arrives , a new Quidditch match approaches : Gryffindor vs. Ravenclaw .",0.8,1," 163",NA,NA,NA,NA,NA,NA,NA,NA,1.37375,-0.58875,1.00375
" Harry spends the last practise session before the match getting used to his Firebolt .",0,1," 164",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0.8175,-1.32083,0.66583
" During the game , just as Harry is about to catch the Golden , Cho , a fourth year Seeker for the Ravenclaw team , screams .",0,1," 165",0.25,0,0,0,0,0.25,0.25,0.25,0.92625,-0.60875,0.6475
" Harry looks around and sees three Dementors in the stands .",0,1," 166",0.5,0,0,0,0,0.5,0,0,0.73,-1.465,0.805
" He reacts instantly , sending a full-fledged Patronus at Dementor .",-0.25,1," 167",NA,NA,NA,NA,NA,NA,NA,NA,0.665,-0.545,1.03
