Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Shortly afterwards , Snape appears with a mysterious potion for Remus .","['Snape', 'potion', 'Remus']","['Snape:appears', 'potion:appears', 'Remus:potion']",[],[],0.0,"[(('appears', 'VBZ'), 'advmod', ('Shortly', 'RB')), (('appears', 'VBZ'), 'advmod', ('afterwards', 'RB')), (('appears', 'VBZ'), 'nsubj', ('Snape', 'NNP')), (('appears', 'VBZ'), 'nmod', ('potion', 'NN')), (('potion', 'NN'), 'case', ('with', 'IN')), (('potion', 'NN'), 'det', ('a', 'DT')), (('potion', 'NN'), 'amod', ('mysterious', 'JJ')), (('potion', 'NN'), 'nmod', ('Remus', 'NNP')), (('Remus', 'NNP'), 'case', ('for', 'IN'))]"
Remus claims to simply have an illness that is aided by the potion .,"['Remus', 'potion']","['Remus:claims', 'potion:aided']",['illness'],['illness:have'],-0.4019,"[(('claims', 'VBZ'), 'nsubj', ('Remus', 'NNS')), (('claims', 'VBZ'), 'xcomp', ('have', 'VB')), (('have', 'VB'), 'mark', ('to', 'TO')), (('have', 'VB'), 'advmod', ('simply', 'RB')), (('have', 'VB'), 'dobj', ('illness', 'NN')), (('illness', 'NN'), 'det', ('an', 'DT')), (('illness', 'NN'), 'acl:relcl', ('aided', 'VBN')), (('aided', 'VBN'), 'nsubjpass', ('that', 'WDT')), (('aided', 'VBN'), 'auxpass', ('is', 'VBZ')), (('aided', 'VBN'), 'nmod', ('potion', 'NN')), (('potion', 'NN'), 'case', ('by', 'IN')), (('potion', 'NN'), 'det', ('the', 'DT'))]"
"A few hours later , Ronald and Hermione return .","['Ronald', 'Hermione']","['Ronald:return', 'Hermione:return']",[],[],0.0,"[(('return', 'VBP'), 'advmod', ('later', 'RB')), (('later', 'RB'), 'nmod:npmod', ('hours', 'NNS')), (('hours', 'NNS'), 'det', ('A', 'DT')), (('hours', 'NNS'), 'amod', ('few', 'JJ')), (('return', 'VBP'), 'nsubj', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'cc', ('and', 'CC')), (('Ronald', 'NNP'), 'conj', ('Hermione', 'NNP'))]"
They reach the portrait of the The and see it slashed and that the The is gone .,"['They', 'The', 'it']","['They:reach', 'The:portrait', 'it:slashed']",['portrait'],['portrait:reach'],-0.2023,"[(('reach', 'VBP'), 'nsubj', ('They', 'PRP')), (('reach', 'VBP'), 'dobj', ('portrait', 'NN')), (('portrait', 'NN'), 'det', ('the', 'DT')), (('portrait', 'NN'), 'nmod', ('The', 'NNP')), (('The', 'NNP'), 'case', ('of', 'IN')), (('The', 'NNP'), 'det', ('the', 'DT')), (('reach', 'VBP'), 'cc', ('and', 'CC')), (('reach', 'VBP'), 'conj', ('see', 'VBP')), (('see', 'VBP'), 'ccomp', ('slashed', 'VBD')), (('slashed', 'VBD'), 'nsubj', ('it', 'PRP')), (('slashed', 'VBD'), 'cc', ('and', 'CC')), (('slashed', 'VBD'), 'conj', ('gone', 'VBN')), (('gone', 'VBN'), 'mark', ('that', 'IN')), (('gone', 'VBN'), 'nsubjpass', ('The', 'DT')), (('The', 'DT'), 'dep', ('the', 'DT')), (('gone', 'VBN'), 'auxpass', ('is', 'VBZ'))]"
Peeves reveals that he saw her fleeing through another portrait after Sirius attacked her for not letting him into Gryffindor .,"['Peeves', 'he', 'portrait', 'Sirius', 'Gryffindor']","['Peeves:reveals', 'he:saw', 'portrait:saw', 'Sirius:attacked', 'Gryffindor:letting']","['fleeing', 'her', 'him']","['fleeing:saw', 'her:attacked', 'him:letting']",-0.4588,"[(('reveals', 'VBZ'), 'nsubj', ('Peeves', 'NNS')), (('reveals', 'VBZ'), 'ccomp', ('saw', 'VBD')), (('saw', 'VBD'), 'mark', ('that', 'IN')), (('saw', 'VBD'), 'nsubj', ('he', 'PRP')), (('saw', 'VBD'), 'dobj', ('fleeing', 'NN')), (('fleeing', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('saw', 'VBD'), 'nmod', ('portrait', 'NN')), (('portrait', 'NN'), 'case', ('through', 'IN')), (('portrait', 'NN'), 'det', ('another', 'DT')), (('saw', 'VBD'), 'advcl', ('attacked', 'VBD')), (('attacked', 'VBD'), 'mark', ('after', 'IN')), (('attacked', 'VBD'), 'nsubj', ('Sirius', 'NNP')), (('attacked', 'VBD'), 'dobj', ('her', 'PRP')), (('attacked', 'VBD'), 'advcl', ('letting', 'VBG')), (('letting', 'VBG'), 'mark', ('for', 'IN')), (('letting', 'VBG'), 'neg', ('not', 'RB')), (('letting', 'VBG'), 'dobj', ('him', 'PRP')), (('letting', 'VBG'), 'nmod', ('Gryffindor', 'NNP')), (('Gryffindor', 'NNP'), 'case', ('into', 'IN'))]"
"Albus , Argus , and Percy seek her out .","['Albus', 'Argus', 'Percy']","['Albus:seek', 'Argus:seek', 'Percy:seek']",['her'],['her:seek'],0.0,"[(('seek', 'VBP'), 'nsubj', ('Albus', 'NNP')), (('Albus', 'NNP'), 'conj', ('Argus', 'NNP')), (('Albus', 'NNP'), 'cc', ('and', 'CC')), (('Albus', 'NNP'), 'conj', ('Percy', 'NNP')), (('seek', 'VBP'), 'dobj', ('her', 'PRP')), (('seek', 'VBP'), 'compound:prt', ('out', 'RP'))]"
Every student is moved in the Great to sleep while teachers search the castle .,"['Great', 'teachers']","['Great:moved', 'teachers:search']","['student', 'castle']","['student:moved', 'castle:search']",0.6249,"[(('moved', 'VBN'), 'nsubjpass', ('student', 'NN')), (('student', 'NN'), 'det', ('Every', 'DT')), (('moved', 'VBN'), 'auxpass', ('is', 'VBZ')), (('moved', 'VBN'), 'nmod', ('Great', 'NNP')), (('Great', 'NNP'), 'case', ('in', 'IN')), (('Great', 'NNP'), 'det', ('the', 'DT')), (('moved', 'VBN'), 'xcomp', ('sleep', 'VB')), (('sleep', 'VB'), 'mark', ('to', 'TO')), (('sleep', 'VB'), 'advcl', ('search', 'VB')), (('search', 'VB'), 'mark', ('while', 'IN')), (('search', 'VB'), 'nsubj', ('teachers', 'NNS')), (('search', 'VB'), 'dobj', ('castle', 'NN')), (('castle', 'NN'), 'det', ('the', 'DT'))]"
"They fail to find any sign of Black , and Snape suggests that someone inside the castle helped Black gain entry .","['They', 'Black', 'Snape', 'someone', 'castle']","['They:fail', 'Black:sign', 'Snape:suggests', 'someone:helped', 'castle:someone']","['sign', 'entry']","['sign:find', 'entry:helped']",-0.0258,"[(('fail', 'VBP'), 'nsubj', ('They', 'PRP')), (('fail', 'VBP'), 'xcomp', ('find', 'VB')), (('find', 'VB'), 'mark', ('to', 'TO')), (('find', 'VB'), 'dobj', ('sign', 'NN')), (('sign', 'NN'), 'det', ('any', 'DT')), (('sign', 'NN'), 'nmod', ('Black', 'NNP')), (('Black', 'NNP'), 'case', ('of', 'IN')), (('fail', 'VBP'), 'cc', ('and', 'CC')), (('fail', 'VBP'), 'conj', ('suggests', 'VBZ')), (('suggests', 'VBZ'), 'nsubj', ('Snape', 'NNP')), (('suggests', 'VBZ'), 'ccomp', ('helped', 'VBD')), (('helped', 'VBD'), 'mark', ('that', 'IN')), (('helped', 'VBD'), 'nsubj', ('someone', 'NN')), (('someone', 'NN'), 'nmod', ('castle', 'NN')), (('castle', 'NN'), 'case', ('inside', 'IN')), (('castle', 'NN'), 'det', ('the', 'DT')), (('helped', 'VBD'), 'dobj', ('entry', 'NN')), (('entry', 'NN'), 'amod', ('Black', 'JJ')), (('entry', 'NN'), 'compound', ('gain', 'NN'))]"
Albus refutes this argument .,['Albus'],['Albus:refutes'],['argument'],['argument:refutes'],-0.4357,"[(('refutes', 'VBZ'), 'nsubj', ('Albus', 'NNS')), (('refutes', 'VBZ'), 'dobj', ('argument', 'NN')), (('argument', 'NN'), 'det', ('this', 'DT'))]"
Nobody talks about anything but Sirius for the next few days .,"['Nobody', 'anything', 'days']","['Nobody:talks', 'anything:talks', 'days:Sirius']",[],[],0.0,"[(('talks', 'VBZ'), 'nsubj', ('Nobody', 'NN')), (('talks', 'VBZ'), 'nmod', ('anything', 'NN')), (('anything', 'NN'), 'case', ('about', 'IN')), (('talks', 'VBZ'), 'cc', ('but', 'CC')), (('talks', 'VBZ'), 'conj', ('Sirius', 'VBZ')), (('Sirius', 'VBZ'), 'nmod', ('days', 'NNS')), (('days', 'NNS'), 'case', ('for', 'IN')), (('days', 'NNS'), 'det', ('the', 'DT')), (('days', 'NNS'), 'amod', ('next', 'JJ')), (('days', 'NNS'), 'amod', ('few', 'JJ'))]"
The The refuses to return to work until Black is caught .,[],[],['Black'],['Black:caught'],0.0,"[(('refuses', 'VBZ'), 'nsubj', ('The', 'DT')), (('The', 'DT'), 'dep', ('The', 'DT')), (('refuses', 'VBZ'), 'xcomp', ('return', 'VB')), (('return', 'VB'), 'mark', ('to', 'TO')), (('return', 'VB'), 'xcomp', ('work', 'VB')), (('work', 'VB'), 'mark', ('to', 'TO')), (('work', 'VB'), 'advcl', ('caught', 'VBN')), (('caught', 'VBN'), 'mark', ('until', 'IN')), (('caught', 'VBN'), 'nsubjpass', ('Black', 'NNP')), (('caught', 'VBN'), 'auxpass', ('is', 'VBZ'))]"
"Because of this , Albus is forced to replace her with Walden the Mad Knight .",[],[],"['Albus', 'her', 'Knight']","['Albus:forced', 'her:replace', 'Knight:Walden']",-0.7351,"[(('forced', 'VBN'), 'nmod', ('this', 'DT')), (('this', 'DT'), 'case', ('Because', 'IN')), (('this', 'DT'), 'case', ('of', 'IN')), (('forced', 'VBN'), 'nsubjpass', ('Albus', 'NNP')), (('forced', 'VBN'), 'auxpass', ('is', 'VBZ')), (('forced', 'VBN'), 'xcomp', ('replace', 'VB')), (('replace', 'VB'), 'mark', ('to', 'TO')), (('replace', 'VB'), 'dobj', ('her', 'PRP')), (('replace', 'VB'), 'advcl', ('Walden', 'VBG')), (('Walden', 'VBG'), 'mark', ('with', 'IN')), (('Walden', 'VBG'), 'dobj', ('Knight', 'NNP')), (('Knight', 'NNP'), 'det', ('the', 'DT')), (('Knight', 'NNP'), 'compound', ('Mad', 'NNP'))]"
Nobody is happy about this both because he changes the password twice a day and because he 's for the most part annoying but there 's nothing they can do because none of the other pictures wanted the job because of what happened to the The .,"['Nobody', 'he', 'he', 'part', 'nothing', 'they', 'none', 'pictures', 'The']","['Nobody:happy', 'he:changes', 'he:annoying', 'part:annoying', ""nothing:'s"", 'they:do', 'none:wanted', 'pictures:none', 'The:happened']","['password', 'job']","['password:changes', 'job:wanted']",0.0928,"[(('happy', 'JJ'), 'nsubj', ('Nobody', 'NN')), (('happy', 'JJ'), 'cop', ('is', 'VBZ')), (('happy', 'JJ'), 'nmod', ('this', 'DT')), (('this', 'DT'), 'case', ('about', 'IN')), (('this', 'DT'), 'dep', ('both', 'DT')), (('happy', 'JJ'), 'advcl', ('changes', 'VBZ')), (('changes', 'VBZ'), 'mark', ('because', 'IN')), (('changes', 'VBZ'), 'nsubj', ('he', 'PRP')), (('changes', 'VBZ'), 'dobj', ('password', 'NN')), (('password', 'NN'), 'det', ('the', 'DT')), (('changes', 'VBZ'), 'nmod:tmod', ('day', 'NN')), (('day', 'NN'), 'advmod', ('twice', 'RB')), (('day', 'NN'), 'det', ('a', 'DT')), (('changes', 'VBZ'), 'cc', ('and', 'CC')), (('changes', 'VBZ'), 'conj', ('annoying', 'JJ')), (('annoying', 'JJ'), 'mark', ('because', 'IN')), (('annoying', 'JJ'), 'nsubj', ('he', 'PRP')), (('annoying', 'JJ'), 'cop', (""'s"", 'VBZ')), (('annoying', 'JJ'), 'nmod', ('part', 'NN')), (('part', 'NN'), 'case', ('for', 'IN')), (('part', 'NN'), 'det', ('the', 'DT')), (('part', 'NN'), 'amod', ('most', 'JJS')), (('happy', 'JJ'), 'cc', ('but', 'CC')), (('happy', 'JJ'), 'conj', (""'s"", 'VBZ')), ((""'s"", 'VBZ'), 'expl', ('there', 'EX')), ((""'s"", 'VBZ'), 'nsubj', ('nothing', 'NN')), (('nothing', 'NN'), 'acl:relcl', ('do', 'VB')), (('do', 'VB'), 'nsubj', ('they', 'PRP')), (('do', 'VB'), 'aux', ('can', 'MD')), (('do', 'VB'), 'advcl', ('wanted', 'VBD')), (('wanted', 'VBD'), 'mark', ('because', 'IN')), (('wanted', 'VBD'), 'nsubj', ('none', 'NN')), (('none', 'NN'), 'nmod', ('pictures', 'NNS')), (('pictures', 'NNS'), 'case', ('of', 'IN')), (('pictures', 'NNS'), 'det', ('the', 'DT')), (('pictures', 'NNS'), 'amod', ('other', 'JJ')), (('wanted', 'VBD'), 'dobj', ('job', 'NN')), (('job', 'NN'), 'det', ('the', 'DT')), (('wanted', 'VBD'), 'advcl', ('happened', 'VBD')), (('happened', 'VBD'), 'mark', ('because', 'RB')), (('because', 'RB'), 'mwe', ('of', 'IN')), (('happened', 'VBD'), 'nsubj', ('what', 'WP')), (('happened', 'VBD'), 'nmod', ('The', 'NNP')), (('The', 'NNP'), 'case', ('to', 'TO')), (('The', 'NNP'), 'det', ('the', 'DT'))]"
"Meanwhile , because of the attack , an annoyed Harry gets place under surveillance : Teachers find excuses to go down the halls with him , Percy , acting on his mother 's orders , follows him everywhere like a guard dog .","['attack', 'Harry', 'surveillance', 'him', 'Percy', 'orders', 'dog']","['attack:gets', 'Harry:gets', 'surveillance:gets', 'him:go', 'Percy:follows', 'orders:acting', 'dog:follows']","['place', 'excuses', 'halls', 'him']","['place:gets', 'excuses:find', 'halls:go', 'him:follows']",-0.4939,"[(('follows', 'VBZ'), 'advmod', ('Meanwhile', 'RB')), (('follows', 'VBZ'), 'advcl', ('gets', 'VBZ')), (('gets', 'VBZ'), 'mark', ('because', 'IN')), (('gets', 'VBZ'), 'nmod', ('attack', 'NN')), (('attack', 'NN'), 'case', ('of', 'IN')), (('attack', 'NN'), 'det', ('the', 'DT')), (('gets', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'det', ('an', 'DT')), (('Harry', 'NNP'), 'compound', ('annoyed', 'NNP')), (('gets', 'VBZ'), 'dobj', ('place', 'NN')), (('gets', 'VBZ'), 'nmod', ('surveillance', 'NN')), (('surveillance', 'NN'), 'case', ('under', 'IN')), (('gets', 'VBZ'), 'parataxis', ('find', 'VB')), (('find', 'VB'), 'nsubj', ('Teachers', 'NNPS')), (('find', 'VB'), 'dobj', ('excuses', 'NNS')), (('find', 'VB'), 'xcomp', ('go', 'VB')), (('go', 'VB'), 'mark', ('to', 'TO')), (('go', 'VB'), 'compound:prt', ('down', 'RP')), (('go', 'VB'), 'dobj', ('halls', 'NNS')), (('halls', 'NNS'), 'det', ('the', 'DT')), (('go', 'VB'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('with', 'IN')), (('follows', 'VBZ'), 'nsubj', ('Percy', 'NNP')), (('follows', 'VBZ'), 'advcl', ('acting', 'VBG')), (('acting', 'VBG'), 'nmod', ('orders', 'NNS')), (('orders', 'NNS'), 'case', ('on', 'IN')), (('orders', 'NNS'), 'nmod:poss', ('mother', 'NN')), (('mother', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('mother', 'NN'), 'case', (""'s"", 'POS')), (('follows', 'VBZ'), 'dobj', ('him', 'PRP')), (('follows', 'VBZ'), 'advmod', ('everywhere', 'RB')), (('follows', 'VBZ'), 'nmod', ('dog', 'NN')), (('dog', 'NN'), 'case', ('like', 'IN')), (('dog', 'NN'), 'det', ('a', 'DT')), (('dog', 'NN'), 'compound', ('guard', 'NN'))]"
Minerva decides to reveal the truth to Harry but Harry reveals he already knows Black 's after him .,"['Minerva', 'Harry', 'Harry', 'he', 'Black']","['Minerva:decides', 'Harry:reveal', 'Harry:reveals', 'he:knows', 'Black:him']",['truth'],['truth:reveal'],0.1655,"[(('decides', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('decides', 'VBZ'), 'xcomp', ('reveal', 'VB')), (('reveal', 'VB'), 'mark', ('to', 'TO')), (('reveal', 'VB'), 'dobj', ('truth', 'NN')), (('truth', 'NN'), 'det', ('the', 'DT')), (('reveal', 'VB'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('to', 'TO')), (('decides', 'VBZ'), 'cc', ('but', 'CC')), (('decides', 'VBZ'), 'conj', ('reveals', 'VBZ')), (('reveals', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('reveals', 'VBZ'), 'ccomp', ('knows', 'VBZ')), (('knows', 'VBZ'), 'nsubj', ('he', 'PRP')), (('knows', 'VBZ'), 'advmod', ('already', 'RB')), (('knows', 'VBZ'), 'ccomp', ('him', 'PRP')), (('him', 'PRP'), 'nsubj', ('Black', 'NNP')), (('him', 'PRP'), 'cop', (""'s"", 'VBZ')), (('him', 'PRP'), 'case', ('after', 'IN'))]"
Minerva explains that 's why she does n't want him practising Quidditch in the evenings but Harry states he 's got to train .,"['Minerva', 'she', 'him', 'evenings', 'Harry']","['Minerva:explains', 'she:want', 'him:practising', 'evenings:Quidditch', 'Harry:states']","['Quidditch', 'he']","['Quidditch:practising', 'he:got']",-0.0286,"[(('explains', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('explains', 'VBZ'), 'ccomp', (""'s"", 'VBZ')), ((""'s"", 'VBZ'), 'mark', ('that', 'IN')), ((""'s"", 'VBZ'), 'advcl', ('want', 'VB')), (('want', 'VB'), 'advmod', ('why', 'WRB')), (('want', 'VB'), 'nsubj', ('she', 'PRP')), (('want', 'VB'), 'aux', ('does', 'VBZ')), (('want', 'VB'), 'neg', (""n't"", 'RB')), (('want', 'VB'), 'dep', ('practising', 'VBG')), (('practising', 'VBG'), 'nsubj', ('him', 'PRP')), (('practising', 'VBG'), 'dobj', ('Quidditch', 'NNP')), (('Quidditch', 'NNP'), 'nmod', ('evenings', 'NNS')), (('evenings', 'NNS'), 'case', ('in', 'IN')), (('evenings', 'NNS'), 'det', ('the', 'DT')), (('explains', 'VBZ'), 'cc', ('but', 'CC')), (('explains', 'VBZ'), 'conj', ('states', 'VBZ')), (('states', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('states', 'VBZ'), 'ccomp', ('got', 'VBN')), (('got', 'VBN'), 'nsubjpass', ('he', 'PRP')), (('got', 'VBN'), 'auxpass', (""'s"", 'VBZ')), (('got', 'VBN'), 'xcomp', ('train', 'VB')), (('train', 'VB'), 'mark', ('to', 'TO'))]"
Minerva agrees and decides to ask Mary to be present .,['Minerva'],['Minerva:agrees'],['Mary'],['Mary:ask'],0.2023,"[(('agrees', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('agrees', 'VBZ'), 'cc', ('and', 'CC')), (('agrees', 'VBZ'), 'conj', ('decides', 'VBZ')), (('decides', 'VBZ'), 'xcomp', ('ask', 'VB')), (('ask', 'VB'), 'mark', ('to', 'TO')), (('ask', 'VB'), 'dobj', ('Mary', 'NNP')), (('ask', 'VB'), 'xcomp', ('present', 'JJ')), (('present', 'JJ'), 'mark', ('to', 'TO')), (('present', 'JJ'), 'cop', ('be', 'VB'))]"
"Gryffindor 's first Quidditch match is coming up , but due to Malfoy 's injury , Slytherin can not play .","['match', 'injury', 'Slytherin']","['match:coming', 'injury:play', 'Slytherin:play']",[],[],-0.7394,"[(('coming', 'VBG'), 'nsubj', ('match', 'NN')), (('match', 'NN'), 'nmod:poss', ('Gryffindor', 'NNP')), (('Gryffindor', 'NNP'), 'case', (""'s"", 'POS')), (('match', 'NN'), 'amod', ('first', 'JJ')), (('match', 'NN'), 'amod', ('Quidditch', 'JJ')), (('coming', 'VBG'), 'aux', ('is', 'VBZ')), (('coming', 'VBG'), 'compound:prt', ('up', 'RP')), (('coming', 'VBG'), 'cc', ('but', 'CC')), (('coming', 'VBG'), 'conj', ('play', 'VB')), (('play', 'VB'), 'nmod', ('injury', 'NN')), (('injury', 'NN'), 'case', ('due', 'JJ')), (('due', 'JJ'), 'mwe', ('to', 'TO')), (('injury', 'NN'), 'nmod:poss', ('Malfoy', 'NNP')), (('Malfoy', 'NNP'), 'case', (""'s"", 'POS')), (('play', 'VB'), 'nsubj', ('Slytherin', 'NNP')), (('play', 'VB'), 'aux', ('can', 'MD')), (('play', 'VB'), 'neg', ('not', 'RB'))]"
Gryffindor plays Hufflepuff instead .,['Gryffindor'],['Gryffindor:plays'],['Hufflepuff'],['Hufflepuff:plays'],0.25,"[(('plays', 'VBZ'), 'nsubj', ('Gryffindor', 'NNP')), (('plays', 'VBZ'), 'dobj', ('Hufflepuff', 'NNP')), (('plays', 'VBZ'), 'advmod', ('instead', 'RB'))]"
"On the day before the match , Remus becomes ill and Severus teaches his classes for him .","['day', 'match', 'Remus', 'Severus', 'him']","['day:becomes', 'match:day', 'Remus:becomes', 'Severus:teaches', 'him:teaches']",['classes'],['classes:teaches'],-0.4215,"[(('becomes', 'VBZ'), 'nmod', ('day', 'NN')), (('day', 'NN'), 'case', ('On', 'IN')), (('day', 'NN'), 'det', ('the', 'DT')), (('day', 'NN'), 'nmod', ('match', 'NN')), (('match', 'NN'), 'case', ('before', 'IN')), (('match', 'NN'), 'det', ('the', 'DT')), (('becomes', 'VBZ'), 'nsubj', ('Remus', 'NNP')), (('becomes', 'VBZ'), 'xcomp', ('ill', 'JJ')), (('becomes', 'VBZ'), 'cc', ('and', 'CC')), (('becomes', 'VBZ'), 'conj', ('teaches', 'VBZ')), (('teaches', 'VBZ'), 'nsubj', ('Severus', 'NNP')), (('teaches', 'VBZ'), 'dobj', ('classes', 'NNS')), (('classes', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('teaches', 'VBZ'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('for', 'IN'))]"
"Oddly , he ignores Remus 's syllabus and instead gives a lesson on werewolves and assigns the class to write an essay on werewolves .","['he', 'werewolves', 'werewolves']","['he:ignores', 'werewolves:gives', 'werewolves:write']","['syllabus', 'lesson', 'class', 'essay']","['syllabus:ignores', 'lesson:gives', 'class:assigns', 'essay:write']",-0.2732,"[(('ignores', 'VBZ'), 'advmod', ('Oddly', 'RB')), (('ignores', 'VBZ'), 'nsubj', ('he', 'PRP')), (('ignores', 'VBZ'), 'dobj', ('syllabus', 'NNS')), (('syllabus', 'NNS'), 'nmod:poss', ('Remus', 'NNP')), (('Remus', 'NNP'), 'case', (""'s"", 'POS')), (('ignores', 'VBZ'), 'cc', ('and', 'CC')), (('ignores', 'VBZ'), 'conj', ('gives', 'VBZ')), (('gives', 'VBZ'), 'advmod', ('instead', 'RB')), (('gives', 'VBZ'), 'dobj', ('lesson', 'NN')), (('lesson', 'NN'), 'det', ('a', 'DT')), (('gives', 'VBZ'), 'nmod', ('werewolves', 'NNS')), (('werewolves', 'NNS'), 'case', ('on', 'IN')), (('gives', 'VBZ'), 'cc', ('and', 'CC')), (('gives', 'VBZ'), 'conj', ('assigns', 'VBZ')), (('assigns', 'VBZ'), 'dobj', ('class', 'NN')), (('class', 'NN'), 'det', ('the', 'DT')), (('class', 'NN'), 'acl', ('write', 'VB')), (('write', 'VB'), 'mark', ('to', 'TO')), (('write', 'VB'), 'dobj', ('essay', 'NN')), (('essay', 'NN'), 'det', ('an', 'DT')), (('write', 'VB'), 'nmod', ('werewolves', 'NNS')), (('werewolves', 'NNS'), 'case', ('on', 'IN'))]"
"During the match , it is raining badly and Harry sees a large black dog resembling the Grim in the topmost empty row of seats in the Quidditch stadium .","['match', 'it', 'Harry', 'row', 'seats', 'stadium']","['match:raining', 'it:raining', 'Harry:sees', 'row:Grim', 'seats:row', 'stadium:seats']",['dog'],['dog:sees'],-0.8225,"[(('raining', 'VBG'), 'nmod', ('match', 'NN')), (('match', 'NN'), 'case', ('During', 'IN')), (('match', 'NN'), 'det', ('the', 'DT')), (('raining', 'VBG'), 'nsubj', ('it', 'PRP')), (('raining', 'VBG'), 'aux', ('is', 'VBZ')), (('raining', 'VBG'), 'advmod', ('badly', 'RB')), (('raining', 'VBG'), 'cc', ('and', 'CC')), (('raining', 'VBG'), 'conj', ('sees', 'VBZ')), (('sees', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('sees', 'VBZ'), 'dobj', ('dog', 'NN')), (('dog', 'NN'), 'det', ('a', 'DT')), (('dog', 'NN'), 'amod', ('large', 'JJ')), (('dog', 'NN'), 'amod', ('black', 'JJ')), (('dog', 'NN'), 'acl', ('resembling', 'VBG')), (('resembling', 'VBG'), 'xcomp', ('Grim', 'NNP')), (('Grim', 'NNP'), 'det', ('the', 'DT')), (('Grim', 'NNP'), 'nmod', ('row', 'NN')), (('row', 'NN'), 'case', ('in', 'IN')), (('row', 'NN'), 'det', ('the', 'DT')), (('row', 'NN'), 'amod', ('topmost', 'JJ')), (('row', 'NN'), 'amod', ('empty', 'JJ')), (('row', 'NN'), 'nmod', ('seats', 'NNS')), (('seats', 'NNS'), 'case', ('of', 'IN')), (('seats', 'NNS'), 'nmod', ('stadium', 'NN')), (('stadium', 'NN'), 'case', ('in', 'IN')), (('stadium', 'NN'), 'det', ('the', 'DT')), (('stadium', 'NN'), 'compound', ('Quidditch', 'NNP'))]"
Dementors enter the match causing Harry to faint and fall from his broomstick .,"['Dementors', 'match', 'broomstick']","['Dementors:enter', 'match:causing', 'broomstick:faint']",['Harry'],['Harry:causing'],0.0,"[(('enter', 'VBP'), 'nsubj', ('Dementors', 'NNS')), (('enter', 'VBP'), 'dep', ('causing', 'VBG')), (('causing', 'VBG'), 'nsubj', ('match', 'NN')), (('match', 'NN'), 'det', ('the', 'DT')), (('causing', 'VBG'), 'dobj', ('Harry', 'NNP')), (('causing', 'VBG'), 'xcomp', ('faint', 'VB')), (('faint', 'VB'), 'mark', ('to', 'TO')), (('faint', 'VB'), 'cc', ('and', 'CC')), (('faint', 'VB'), 'conj', ('fall', 'VB')), (('faint', 'VB'), 'nmod', ('broomstick', 'NN')), (('broomstick', 'NN'), 'case', ('from', 'IN')), (('broomstick', 'NN'), 'nmod:poss', ('his', 'PRP$'))]"
Harry realises that the screaming he had been hearing during his Dementor-induced fainting spells is his mother in her last moments .,"['Harry', 'screaming', 'he', 'spells', 'moments']","['Harry:realises', 'screaming:mother', 'he:hearing', 'spells:hearing', 'moments:mother']",[],[],-0.3818,"[(('realises', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('realises', 'VBZ'), 'ccomp', ('mother', 'NN')), (('mother', 'NN'), 'mark', ('that', 'IN')), (('mother', 'NN'), 'nsubj', ('screaming', 'NN')), (('screaming', 'NN'), 'det', ('the', 'DT')), (('screaming', 'NN'), 'acl:relcl', ('hearing', 'VBG')), (('hearing', 'VBG'), 'nsubj', ('he', 'PRP')), (('hearing', 'VBG'), 'aux', ('had', 'VBD')), (('hearing', 'VBG'), 'aux', ('been', 'VBN')), (('hearing', 'VBG'), 'nmod', ('spells', 'NNS')), (('spells', 'NNS'), 'case', ('during', 'IN')), (('spells', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('spells', 'NNS'), 'amod', ('Dementor-induced', 'JJ')), (('spells', 'NNS'), 'compound', ('fainting', 'NN')), (('mother', 'NN'), 'cop', ('is', 'VBZ')), (('mother', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('mother', 'NN'), 'nmod', ('moments', 'NNS')), (('moments', 'NNS'), 'case', ('in', 'IN')), (('moments', 'NNS'), 'nmod:poss', ('her', 'PRP$')), (('moments', 'NNS'), 'amod', ('last', 'JJ'))]"
